word_hex,name,bank,label,snes_addr
00B1,SPACE,B6,Text_Forecast_Summer_Sunny,B680D8
00B1,SPACE,B6,Text_Forecast_Summer_Sunny,B680D8
00B1,SPACE,B6,Text_Forecast_Summer_Sunny,B680D8
00B1,SPACE,B6,Text_Forecast_Summer_Sunny,B680D8
00B1,SPACE,B6,Text_Forecast_Summer_Sunny,B680D8
00B1,SPACE,B6,Text_Forecast_Summer_Sunny,B680D8
00B1,SPACE,B6,Text_Forecast_Summer_Sunny,B680D8
00B1,SPACE,B6,Text_Forecast_Summer_Sunny,B680D8
FFFF,END,B6,Text_Forecast_Summer_Sunny,B680D8
00B1,SPACE,B6,Text_Forecast_Fall_Sunny,B6816C
00B1,SPACE,B6,Text_Forecast_Fall_Sunny,B6816C
00B1,SPACE,B6,Text_Forecast_Fall_Sunny,B6816C
00B1,SPACE,B6,Text_Forecast_Fall_Sunny,B6816C
00B1,SPACE,B6,Text_Forecast_Fall_Sunny,B6816C
00B1,SPACE,B6,Text_Forecast_Fall_Sunny,B6816C
00B1,SPACE,B6,Text_Forecast_Fall_Sunny,B6816C
00B1,SPACE,B6,Text_Forecast_Fall_Sunny,B6816C
00B1,SPACE,B6,Text_Forecast_Fall_Sunny,B6816C
00B1,SPACE,B6,Text_Forecast_Fall_Sunny,B6816C
00B1,SPACE,B6,Text_Forecast_Fall_Sunny,B6816C
00B1,SPACE,B6,Text_Forecast_Fall_Sunny,B6816C
00B1,SPACE,B6,Text_Forecast_Fall_Sunny,B6816C
00B1,SPACE,B6,Text_Forecast_Fall_Sunny,B6816C
00B1,SPACE,B6,Text_Forecast_Fall_Sunny,B6816C
00A2,LINE,B6,Text_Forecast_Fall_Sunny,B6816C
FFFF,END,B6,Text_Forecast_Fall_Sunny,B6816C
00B1,SPACE,B6,Text_Forecast_Winter_Sunny,B6821E
00B1,SPACE,B6,Text_Forecast_Winter_Sunny,B6821E
00B1,SPACE,B6,Text_Forecast_Winter_Sunny,B6821E
00B1,SPACE,B6,Text_Forecast_Winter_Sunny,B6821E
00B1,SPACE,B6,Text_Forecast_Winter_Sunny,B6821E
00B1,SPACE,B6,Text_Forecast_Winter_Sunny,B6821E
00B1,SPACE,B6,Text_Forecast_Winter_Sunny,B6821E
00B1,SPACE,B6,Text_Forecast_Winter_Sunny,B6821E
00B1,SPACE,B6,Text_Forecast_Winter_Sunny,B6821E
00B1,SPACE,B6,Text_Forecast_Winter_Sunny,B6821E
00B1,SPACE,B6,Text_Forecast_Winter_Sunny,B6821E
00B1,SPACE,B6,Text_Forecast_Winter_Sunny,B6821E
00B1,SPACE,B6,Text_Forecast_Winter_Sunny,B6821E
00B1,SPACE,B6,Text_Forecast_Winter_Sunny,B6821E
00B1,SPACE,B6,Text_Forecast_Winter_Sunny,B6821E
00B1,SPACE,B6,Text_Forecast_Winter_Sunny,B6821E
FFFF,END,B6,Text_Forecast_Winter_Sunny,B6821E
00B1,SPACE,B6,Text_Forecast_Spring_Rain,B682BE
00B1,SPACE,B6,Text_Forecast_Spring_Rain,B682BE
00B1,SPACE,B6,Text_Forecast_Spring_Rain,B682BE
00B1,SPACE,B6,Text_Forecast_Spring_Rain,B682BE
00B1,SPACE,B6,Text_Forecast_Spring_Rain,B682BE
00B1,SPACE,B6,Text_Forecast_Spring_Rain,B682BE
00B1,SPACE,B6,Text_Forecast_Spring_Rain,B682BE
00B1,SPACE,B6,Text_Forecast_Spring_Rain,B682BE
00B1,SPACE,B6,Text_Forecast_Spring_Rain,B682BE
00B1,SPACE,B6,Text_Forecast_Spring_Rain,B682BE
00B1,SPACE,B6,Text_Forecast_Spring_Rain,B682BE
00B1,SPACE,B6,Text_Forecast_Spring_Rain,B682BE
00B1,SPACE,B6,Text_Forecast_Spring_Rain,B682BE
00B1,SPACE,B6,Text_Forecast_Spring_Rain,B682BE
00A2,LINE,B6,Text_Forecast_Spring_Rain,B682BE
00B1,SPACE,B6,Text_Forecast_Spring_Rain,B682BE
00B1,SPACE,B6,Text_Forecast_Spring_Rain,B682BE
00B1,SPACE,B6,Text_Forecast_Spring_Rain,B682BE
00B1,SPACE,B6,Text_Forecast_Spring_Rain,B682BE
00B1,SPACE,B6,Text_Forecast_Spring_Rain,B682BE
00B1,SPACE,B6,Text_Forecast_Spring_Rain,B682BE
00B1,SPACE,B6,Text_Forecast_Spring_Rain,B682BE
00B1,SPACE,B6,Text_Forecast_Spring_Rain,B682BE
00B1,SPACE,B6,Text_Forecast_Spring_Rain,B682BE
FFFF,END,B6,Text_Forecast_Spring_Rain,B682BE
00B1,SPACE,B6,Text_Forecast_Summer_Rain,B683B0
00B1,SPACE,B6,Text_Forecast_Summer_Rain,B683B0
00B1,SPACE,B6,Text_Forecast_Summer_Rain,B683B0
00B1,SPACE,B6,Text_Forecast_Summer_Rain,B683B0
00B1,SPACE,B6,Text_Forecast_Summer_Rain,B683B0
00B1,SPACE,B6,Text_Forecast_Summer_Rain,B683B0
00B1,SPACE,B6,Text_Forecast_Summer_Rain,B683B0
00B1,SPACE,B6,Text_Forecast_Summer_Rain,B683B0
00B1,SPACE,B6,Text_Forecast_Summer_Rain,B683B0
00B1,SPACE,B6,Text_Forecast_Summer_Rain,B683B0
00B1,SPACE,B6,Text_Forecast_Summer_Rain,B683B0
00B1,SPACE,B6,Text_Forecast_Summer_Rain,B683B0
00A2,LINE,B6,Text_Forecast_Summer_Rain,B683B0
00B1,SPACE,B6,Text_Forecast_Summer_Rain,B683B0
00B1,SPACE,B6,Text_Forecast_Summer_Rain,B683B0
00B1,SPACE,B6,Text_Forecast_Summer_Rain,B683B0
00B1,SPACE,B6,Text_Forecast_Summer_Rain,B683B0
00B1,SPACE,B6,Text_Forecast_Summer_Rain,B683B0
00B1,SPACE,B6,Text_Forecast_Summer_Rain,B683B0
00B1,SPACE,B6,Text_Forecast_Summer_Rain,B683B0
00B1,SPACE,B6,Text_Forecast_Summer_Rain,B683B0
FFFF,END,B6,Text_Forecast_Summer_Rain,B683B0
00B1,SPACE,B6,Text_Forecast_Fall_Rain,B6849A
00B1,SPACE,B6,Text_Forecast_Fall_Rain,B6849A
00B1,SPACE,B6,Text_Forecast_Fall_Rain,B6849A
00B1,SPACE,B6,Text_Forecast_Fall_Rain,B6849A
00B1,SPACE,B6,Text_Forecast_Fall_Rain,B6849A
00B1,SPACE,B6,Text_Forecast_Fall_Rain,B6849A
00B1,SPACE,B6,Text_Forecast_Fall_Rain,B6849A
00B1,SPACE,B6,Text_Forecast_Fall_Rain,B6849A
00B1,SPACE,B6,Text_Forecast_Fall_Rain,B6849A
00B1,SPACE,B6,Text_Forecast_Fall_Rain,B6849A
00B1,SPACE,B6,Text_Forecast_Fall_Rain,B6849A
00B1,SPACE,B6,Text_Forecast_Fall_Rain,B6849A
00B1,SPACE,B6,Text_Forecast_Fall_Rain,B6849A
00B1,SPACE,B6,Text_Forecast_Fall_Rain,B6849A
00B1,SPACE,B6,Text_Forecast_Fall_Rain,B6849A
00B1,SPACE,B6,Text_Forecast_Fall_Rain,B6849A
00B1,SPACE,B6,Text_Forecast_Fall_Rain,B6849A
00B1,SPACE,B6,Text_Forecast_Fall_Rain,B6849A
00B1,SPACE,B6,Text_Forecast_Fall_Rain,B6849A
00B1,SPACE,B6,Text_Forecast_Fall_Rain,B6849A
FFFF,END,B6,Text_Forecast_Fall_Rain,B6849A
00B1,SPACE,B6,Text_Forecast_Winter_Snow,B68542
00B1,SPACE,B6,Text_Forecast_Winter_Snow,B68542
00B1,SPACE,B6,Text_Forecast_Winter_Snow,B68542
00B1,SPACE,B6,Text_Forecast_Winter_Snow,B68542
00B1,SPACE,B6,Text_Forecast_Winter_Snow,B68542
00B1,SPACE,B6,Text_Forecast_Winter_Snow,B68542
00B1,SPACE,B6,Text_Forecast_Winter_Snow,B68542
00B1,SPACE,B6,Text_Forecast_Winter_Snow,B68542
00B1,SPACE,B6,Text_Forecast_Winter_Snow,B68542
00B1,SPACE,B6,Text_Forecast_Winter_Snow,B68542
00B1,SPACE,B6,Text_Forecast_Winter_Snow,B68542
00B1,SPACE,B6,Text_Forecast_Winter_Snow,B68542
00B1,SPACE,B6,Text_Forecast_Winter_Snow,B68542
00B1,SPACE,B6,Text_Forecast_Winter_Snow,B68542
00B1,SPACE,B6,Text_Forecast_Winter_Snow,B68542
00B1,SPACE,B6,Text_Forecast_Winter_Snow,B68542
00B1,SPACE,B6,Text_Forecast_Winter_Snow,B68542
00B1,SPACE,B6,Text_Forecast_Winter_Snow,B68542
00B1,SPACE,B6,Text_Forecast_Winter_Snow,B68542
FFFF,END,B6,Text_Forecast_Winter_Snow,B68542
00B1,SPACE,B6,Text_Forecast_Summer_Hurricane,B685D6
00B1,SPACE,B6,Text_Forecast_Summer_Hurricane,B685D6
00B1,SPACE,B6,Text_Forecast_Summer_Hurricane,B685D6
00B1,SPACE,B6,Text_Forecast_Summer_Hurricane,B685D6
00B1,SPACE,B6,Text_Forecast_Summer_Hurricane,B685D6
00B1,SPACE,B6,Text_Forecast_Summer_Hurricane,B685D6
00B1,SPACE,B6,Text_Forecast_Summer_Hurricane,B685D6
00B1,SPACE,B6,Text_Forecast_Summer_Hurricane,B685D6
00B1,SPACE,B6,Text_Forecast_Summer_Hurricane,B685D6
00B1,SPACE,B6,Text_Forecast_Summer_Hurricane,B685D6
00B1,SPACE,B6,Text_Forecast_Summer_Hurricane,B685D6
00B1,SPACE,B6,Text_Forecast_Summer_Hurricane,B685D6
00B1,SPACE,B6,Text_Forecast_Summer_Hurricane,B685D6
00B1,SPACE,B6,Text_Forecast_Summer_Hurricane,B685D6
00B1,SPACE,B6,Text_Forecast_Summer_Hurricane,B685D6
00B1,SPACE,B6,Text_Forecast_Summer_Hurricane,B685D6
00B1,SPACE,B6,Text_Forecast_Summer_Hurricane,B685D6
00A2,LINE,B6,Text_Forecast_Summer_Hurricane,B685D6
00B1,SPACE,B6,Text_Forecast_Summer_Hurricane,B685D6
00B1,SPACE,B6,Text_Forecast_Summer_Hurricane,B685D6
00B1,SPACE,B6,Text_Forecast_Summer_Hurricane,B685D6
00B1,SPACE,B6,Text_Forecast_Summer_Hurricane,B685D6
00B1,SPACE,B6,Text_Forecast_Summer_Hurricane,B685D6
00B1,SPACE,B6,Text_Forecast_Summer_Hurricane,B685D6
00B1,SPACE,B6,Text_Forecast_Summer_Hurricane,B685D6
00B1,SPACE,B6,Text_Forecast_Summer_Hurricane,B685D6
00B1,SPACE,B6,Text_Forecast_Summer_Hurricane,B685D6
00B1,SPACE,B6,Text_Forecast_Summer_Hurricane,B685D6
00B1,SPACE,B6,Text_Forecast_Summer_Hurricane,B685D6
00B1,SPACE,B6,Text_Forecast_Summer_Hurricane,B685D6
FFFF,END,B6,Text_Forecast_Summer_Hurricane,B685D6
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
FFFC,CTRL_FFFC,B6,Text_LogBook,B6870C
00B2,CTRL_B2,B6,Text_LogBook,B6870C
00A2,LINE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
FFFC,CTRL_FFFC,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
FFFC,CTRL_FFFC,B6,Text_LogBook,B6870C
00A2,LINE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
FFFD,CTRL_FFFD,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_LogBook,B6870C
FFFD,CTRL_FFFD,B6,Text_LogBook,B6870C
FFFF,END,B6,Text_LogBook,B6870C
00B1,SPACE,B6,Text_Diary,B68802
00B1,SPACE,B6,Text_Diary,B68802
00B1,SPACE,B6,Text_Diary,B68802
00B1,SPACE,B6,Text_Diary,B68802
00B1,SPACE,B6,Text_Diary,B68802
00B1,SPACE,B6,Text_Diary,B68802
00B1,SPACE,B6,Text_Diary,B68802
00B1,SPACE,B6,Text_Diary,B68802
00B1,SPACE,B6,Text_Diary,B68802
00B1,SPACE,B6,Text_Diary,B68802
00B1,SPACE,B6,Text_Diary,B68802
00B1,SPACE,B6,Text_Diary,B68802
00A2,LINE,B6,Text_Diary,B68802
00B1,SPACE,B6,Text_Diary,B68802
00B1,SPACE,B6,Text_Diary,B68802
00B1,SPACE,B6,Text_Diary,B68802
00B1,SPACE,B6,Text_Diary,B68802
00B1,SPACE,B6,Text_Diary,B68802
00B1,SPACE,B6,Text_Diary,B68802
00B1,SPACE,B6,Text_Diary,B68802
00B1,SPACE,B6,Text_Diary,B68802
00B1,SPACE,B6,Text_Diary,B68802
00B1,SPACE,B6,Text_Diary,B68802
00B1,SPACE,B6,Text_Diary,B68802
00B1,SPACE,B6,Text_Diary,B68802
00B1,SPACE,B6,Text_Diary,B68802
00B1,SPACE,B6,Text_Diary,B68802
00B1,SPACE,B6,Text_Diary,B68802
00B1,SPACE,B6,Text_Diary,B68802
00B1,SPACE,B6,Text_Diary,B68802
00B1,SPACE,B6,Text_Diary,B68802
00B1,SPACE,B6,Text_Diary,B68802
00B1,SPACE,B6,Text_Diary,B68802
00B1,SPACE,B6,Text_Diary,B68802
00B1,SPACE,B6,Text_Diary,B68802
00B1,SPACE,B6,Text_Diary,B68802
00B1,SPACE,B6,Text_Diary,B68802
00B1,SPACE,B6,Text_Diary,B68802
00B1,SPACE,B6,Text_Diary,B68802
FFFE,CHOICE_OR_WAIT,B6,Text_Diary,B68802
00B1,SPACE,B6,Text_00B_Diary_WorkHardAgainTomorrow,B688A4
00B1,SPACE,B6,Text_00B_Diary_WorkHardAgainTomorrow,B688A4
00B1,SPACE,B6,Text_00B_Diary_WorkHardAgainTomorrow,B688A4
00B1,SPACE,B6,Text_00B_Diary_WorkHardAgainTomorrow,B688A4
00B1,SPACE,B6,Text_00B_Diary_WorkHardAgainTomorrow,B688A4
00B1,SPACE,B6,Text_00B_Diary_WorkHardAgainTomorrow,B688A4
00B1,SPACE,B6,Text_00B_Diary_WorkHardAgainTomorrow,B688A4
00B1,SPACE,B6,Text_00B_Diary_WorkHardAgainTomorrow,B688A4
00B1,SPACE,B6,Text_00B_Diary_WorkHardAgainTomorrow,B688A4
00B1,SPACE,B6,Text_00B_Diary_WorkHardAgainTomorrow,B688A4
00B1,SPACE,B6,Text_00B_Diary_WorkHardAgainTomorrow,B688A4
FFFF,END,B6,Text_00B_Diary_WorkHardAgainTomorrow,B688A4
00B1,SPACE,B6,Text_Diary2,B688F0
00B1,SPACE,B6,Text_Diary2,B688F0
00B1,SPACE,B6,Text_Diary2,B688F0
00B1,SPACE,B6,Text_Diary2,B688F0
00B1,SPACE,B6,Text_Diary2,B688F0
00B1,SPACE,B6,Text_Diary2,B688F0
00B1,SPACE,B6,Text_Diary2,B688F0
00B1,SPACE,B6,Text_Diary2,B688F0
00B1,SPACE,B6,Text_Diary2,B688F0
00B1,SPACE,B6,Text_Diary2,B688F0
00B1,SPACE,B6,Text_Diary2,B688F0
00B1,SPACE,B6,Text_Diary2,B688F0
00B1,SPACE,B6,Text_Diary2,B688F0
00B1,SPACE,B6,Text_Diary2,B688F0
00B1,SPACE,B6,Text_Diary2,B688F0
00B1,SPACE,B6,Text_Diary2,B688F0
00B1,SPACE,B6,Text_Diary2,B688F0
00B1,SPACE,B6,Text_Diary2,B688F0
00B1,SPACE,B6,Text_Diary2,B688F0
00B1,SPACE,B6,Text_Diary2,B688F0
00B1,SPACE,B6,Text_Diary2,B688F0
00B1,SPACE,B6,Text_Diary2,B688F0
00B1,SPACE,B6,Text_Diary2,B688F0
00B1,SPACE,B6,Text_Diary2,B688F0
00B1,SPACE,B6,Text_Diary2,B688F0
FFFE,CHOICE_OR_WAIT,B6,Text_Diary2,B688F0
00B1,SPACE,B6,Text_00D_Diary_GoodNight,B68972
FFFF,END,B6,Text_00D_Diary_GoodNight,B68972
00B1,SPACE,B6,Text_Sign_House_Expansion,B6898A
00B1,SPACE,B6,Text_Sign_House_Expansion,B6898A
00B1,SPACE,B6,Text_Sign_House_Expansion,B6898A
00B1,SPACE,B6,Text_Sign_House_Expansion,B6898A
00B1,SPACE,B6,Text_Sign_House_Expansion,B6898A
00B1,SPACE,B6,Text_Sign_House_Expansion,B6898A
00B1,SPACE,B6,Text_Sign_House_Expansion,B6898A
00B1,SPACE,B6,Text_Sign_House_Expansion,B6898A
00B1,SPACE,B6,Text_Sign_House_Expansion,B6898A
00B1,SPACE,B6,Text_Sign_House_Expansion,B6898A
00B1,SPACE,B6,Text_Sign_House_Expansion,B6898A
00A2,LINE,B6,Text_Sign_House_Expansion,B6898A
00B1,SPACE,B6,Text_Sign_House_Expansion,B6898A
00B1,SPACE,B6,Text_Sign_House_Expansion,B6898A
00B1,SPACE,B6,Text_Sign_House_Expansion,B6898A
00B1,SPACE,B6,Text_Sign_House_Expansion,B6898A
00B1,SPACE,B6,Text_Sign_House_Expansion,B6898A
00B1,SPACE,B6,Text_Sign_House_Expansion,B6898A
00B1,SPACE,B6,Text_Sign_House_Expansion,B6898A
00B1,SPACE,B6,Text_Sign_House_Expansion,B6898A
00B1,SPACE,B6,Text_Sign_House_Expansion,B6898A
00B1,SPACE,B6,Text_Sign_House_Expansion,B6898A
00B1,SPACE,B6,Text_Sign_House_Expansion,B6898A
00B1,SPACE,B6,Text_Sign_House_Expansion,B6898A
00B1,SPACE,B6,Text_Sign_House_Expansion,B6898A
00B1,SPACE,B6,Text_Sign_House_Expansion,B6898A
00B1,SPACE,B6,Text_Sign_House_Expansion,B6898A
00B1,SPACE,B6,Text_Sign_House_Expansion,B6898A
00B1,SPACE,B6,Text_Sign_House_Expansion,B6898A
00B1,SPACE,B6,Text_Sign_House_Expansion,B6898A
00B1,SPACE,B6,Text_Sign_House_Expansion,B6898A
FFFC,CTRL_FFFC,B6,Text_Sign_House_Expansion,B6898A
FFFF,END,B6,Text_Sign_House_Expansion,B6898A
00B1,SPACE,B6,Text_Manual_Sickle,B68A46
00B1,SPACE,B6,Text_Manual_Sickle,B68A46
00B1,SPACE,B6,Text_Manual_Sickle,B68A46
00B1,SPACE,B6,Text_Manual_Sickle,B68A46
00B1,SPACE,B6,Text_Manual_Sickle,B68A46
00B1,SPACE,B6,Text_Manual_Sickle,B68A46
00B1,SPACE,B6,Text_Manual_Sickle,B68A46
00B1,SPACE,B6,Text_Manual_Sickle,B68A46
00B1,SPACE,B6,Text_Manual_Sickle,B68A46
00B1,SPACE,B6,Text_Manual_Sickle,B68A46
00B1,SPACE,B6,Text_Manual_Sickle,B68A46
00B1,SPACE,B6,Text_Manual_Sickle,B68A46
00B1,SPACE,B6,Text_Manual_Sickle,B68A46
00B1,SPACE,B6,Text_Manual_Sickle,B68A46
00B1,SPACE,B6,Text_Manual_Sickle,B68A46
00B1,SPACE,B6,Text_Manual_Sickle,B68A46
00B1,SPACE,B6,Text_Manual_Sickle,B68A46
00B1,SPACE,B6,Text_Manual_Sickle,B68A46
00B1,SPACE,B6,Text_Manual_Sickle,B68A46
00B1,SPACE,B6,Text_Manual_Sickle,B68A46
00B1,SPACE,B6,Text_Manual_Sickle,B68A46
00B1,SPACE,B6,Text_Manual_Sickle,B68A46
00B1,SPACE,B6,Text_Manual_Sickle,B68A46
00B1,SPACE,B6,Text_Manual_Sickle,B68A46
00B1,SPACE,B6,Text_Manual_Sickle,B68A46
00B1,SPACE,B6,Text_Manual_Sickle,B68A46
00A2,LINE,B6,Text_Manual_Sickle,B68A46
00B1,SPACE,B6,Text_Manual_Sickle,B68A46
00B1,SPACE,B6,Text_Manual_Sickle,B68A46
00B1,SPACE,B6,Text_Manual_Sickle,B68A46
00B1,SPACE,B6,Text_Manual_Sickle,B68A46
00B1,SPACE,B6,Text_Manual_Sickle,B68A46
00B1,SPACE,B6,Text_Manual_Sickle,B68A46
00B1,SPACE,B6,Text_Manual_Sickle,B68A46
00B1,SPACE,B6,Text_Manual_Sickle,B68A46
00B1,SPACE,B6,Text_Manual_Sickle,B68A46
00B1,SPACE,B6,Text_Manual_Sickle,B68A46
00B1,SPACE,B6,Text_Manual_Sickle,B68A46
00B1,SPACE,B6,Text_Manual_Sickle,B68A46
00B1,SPACE,B6,Text_Manual_Sickle,B68A46
00B1,SPACE,B6,Text_Manual_Sickle,B68A46
00B1,SPACE,B6,Text_Manual_Sickle,B68A46
00A2,LINE,B6,Text_Manual_Sickle,B68A46
00B1,SPACE,B6,Text_Manual_Sickle,B68A46
FFFF,END,B6,Text_Manual_Sickle,B68A46
00B1,SPACE,B6,Text_Manual_Hoe,B68B5E
00B1,SPACE,B6,Text_Manual_Hoe,B68B5E
00B1,SPACE,B6,Text_Manual_Hoe,B68B5E
00B1,SPACE,B6,Text_Manual_Hoe,B68B5E
00B1,SPACE,B6,Text_Manual_Hoe,B68B5E
00B1,SPACE,B6,Text_Manual_Hoe,B68B5E
00B1,SPACE,B6,Text_Manual_Hoe,B68B5E
00B1,SPACE,B6,Text_Manual_Hoe,B68B5E
00B1,SPACE,B6,Text_Manual_Hoe,B68B5E
00B1,SPACE,B6,Text_Manual_Hoe,B68B5E
00B1,SPACE,B6,Text_Manual_Hoe,B68B5E
00B1,SPACE,B6,Text_Manual_Hoe,B68B5E
00B1,SPACE,B6,Text_Manual_Hoe,B68B5E
00B1,SPACE,B6,Text_Manual_Hoe,B68B5E
00B1,SPACE,B6,Text_Manual_Hoe,B68B5E
00B1,SPACE,B6,Text_Manual_Hoe,B68B5E
00B1,SPACE,B6,Text_Manual_Hoe,B68B5E
00B1,SPACE,B6,Text_Manual_Hoe,B68B5E
00B1,SPACE,B6,Text_Manual_Hoe,B68B5E
00B1,SPACE,B6,Text_Manual_Hoe,B68B5E
00B1,SPACE,B6,Text_Manual_Hoe,B68B5E
00B1,SPACE,B6,Text_Manual_Hoe,B68B5E
00B1,SPACE,B6,Text_Manual_Hoe,B68B5E
00B1,SPACE,B6,Text_Manual_Hoe,B68B5E
00B1,SPACE,B6,Text_Manual_Hoe,B68B5E
00B1,SPACE,B6,Text_Manual_Hoe,B68B5E
00B1,SPACE,B6,Text_Manual_Hoe,B68B5E
00B1,SPACE,B6,Text_Manual_Hoe,B68B5E
00B1,SPACE,B6,Text_Manual_Hoe,B68B5E
