bank,bank_file,label,snes_addr,source_line,word_count,byte_count,terminated,text
B6,bank_B6.asm,Text_Manual_Hoe,B68B5E,212,133,266,True,"""Hoe""                       Plow the ground to make a   field.
Raise vegetables in the     field.
Try various ways to make thefield."
B6,bank_B6.asm,Text_Manual_Axe,B68C68,230,131,262,True,"""Axe""                       Split logs to make lumber.  Lumber is useful.
Focus on one point and hit. Don't enter the control pad."
B6,bank_B6.asm,Text_Manual_Hammer,B68D6E,248,172,344,True,"""Hammer""                    Breaks rocks and breaks     fences down.
Big rocks can be knocked    down when focusing on one   spot.
Don't ever enter the        control pad."
B6,bank_B6.asm,Text_Manual_Can,B68EC6,271,160,320,True,"""Watering can""              Water the crops. Once a day.No watering is necessary
on rainy days.              Dip up water at a well or a pond when it runs out."
B6,bank_B6.asm,Text_Manual_Milker,B69006,292,57,114,True,"""Milker""                    Milk cows and ship the milk."
B6,bank_B6.asm,Text_Manual_Brush,B69078,301,125,250,True,"""Brush""                     Brushing raises the cows'   level of affection.
A cow with High affection   gives a lot of milk."
B6,bank_B6.asm,Text_Manual_Bell,B69172,318,107,214,True,"""Bell""                      A tool used to herd cows.   Look at the cows carefully
and move them properly."
B6,bank_B6.asm,Text_Manual_CropSeeds,B69248,333,176,352,True,"""Vegetable seeds""           Sowing season is different. Ask the florist for the
proper season.              Seeds must be sown in the   field. They won't bud
without watering."
B6,bank_B6.asm,Text_Manual_GrassSeeds,B693A8,356,203,406,True,"""Grass seeds""               Sow the field from spring tosummer.
It grows without watering.  The Meadow must be ready forraising cows and chickens.
Grass is ready for mowing   when it turns a deep green."
B6,bank_B6.asm,Text_Manual_Paint,B6953E,383,51,102,True,"""Paint""                     Paint the house right."
B6,bank_B6.asm,DATA16_B695A4,B695A4,391,74,148,True,No: don't tell me you are   working on New Years' Day.  Just relax today.
B6,bank_B6.asm,Text_Sign_Wood,B69638,402,85,170,True,Latest materials                     <CTRL_FFFC>dfpiece           Split logs and collect them.
B6,bank_B6.asm,Text_Sign_Fodder,B696E2,414,85,170,True,Feed                                 <CTRL_FFFC>dgpiece           Mow grass to make more feed.
B6,bank_B6.asm,DATA16_B6978C,B6978C,426,67,134,True,Oh yes: I've nailed down thedoor to prepare for the     hurricane.
B6,bank_B6.asm,Text_Sign_Fork,B69812,436,39,78,True, Neighbor town               Back hill
B6,bank_B6.asm,Text_Sign_Mountain_Top,B69860,442,12,24,True, to the top
B6,bank_B6.asm,Text_Sign_Hotspring,B69878,445,20,40,True,Get undressed here.
B6,bank_B6.asm,Text_Sign_Cave,B698A0,449,29,58,True,"Dangerous, Easy to collapse,"
B6,bank_B6.asm,Text_Sign_Workmans,B698DA,454,84,168,True,"workman's House Call us for annex <$0040> extension
Closed on weekends and      holidays."
B6,bank_B6.asm,Text_Bachellorete_Diary,B69982,466,56,112,False,"Found the diary,
 Read                        Not read<CHOICE_OR_WAIT>c"
B6,bank_B6.asm,Text_Mayor_House_Bookcase1,B699F2,474,63,126,True,"""Myths of Gods""             There are lots of difficult books."
B6,bank_B6.asm,Text_Mayor_House_Bookcase2,B69A70,483,54,108,True,"""History <$0040> Myths""           There's a lot others too."
B6,bank_B6.asm,Text_Mayor_House_Bookcase3,B69ADC,491,53,106,True,"""Simple lessons from God""   ""Happiness lies in life"""
B6,bank_B6.asm,Text_Flowershop_Rooms_Bookcase,B69B46,499,47,94,True,"""Plants""                    ""Artistic Flowers"""
B6,bank_B6.asm,Text_Bar_Bookcase,B69BA4,506,54,108,True,"""Cocktails: Best <CTRL_B3><CTRL_B2><CTRL_B2>""       ""How to make berry juice"""
B6,bank_B6.asm,Text_Restaurant_Bookcase,B69C10,514,47,94,True,"""Tasty Cakes""               ""Dishes for today"""
B6,bank_B6.asm,Text_GeneralStore_Rooms_Bookcase,B69C6E,521,55,110,True,"""Get into invention""        ""Daily life and groceries"""
B6,bank_B6.asm,Text_WitchHouse_Bookcase,B69CDC,529,92,184,True,"""Encyclopedia of fortune    telling ""
""Heart pounding             compatibility of partner"""
B6,bank_B6.asm,Text_Carpenters_Bookcase,B69D94,542,48,96,True,"""House and living""          ""We are carpenters"""
B6,bank_B6.asm,Text_Shop_Closed,B69DF4,549,15,30,True,"""We're closed"""
B6,bank_B6.asm,Text_Bar_Closed,B69E12,552,18,36,True,"""We're preparing"""
B6,bank_B6.asm,Text_Cow_Talk,B69E36,556,48,96,True,Yes:<CTRL_FFFD>ed: good girl         You look fine today.
B6,bank_B6.asm,Text_Cow_Talk_Cranky,B69E96,563,18,36,True,<CTRL_FFFD>ee looks cranky.
B6,bank_B6.asm,Text_Cow_Talk_Sick,B69EBA,567,76,152,True,"<CTRL_FFFD>ef is sick,               I've got to give ....       medicine right away,"
B6,bank_B6.asm,Text_Cow_Talk_Pregnant,B69F52,578,42,84,True,<CTRL_FFFC>ch more days for delivery.  Come on <CTRL_FFFD>eg.
B6,bank_B6.asm,Text_Elf_Cave_Door_Closed,B69FA6,585,29,58,True,I can't open it.It's locked.
B6,bank_B6.asm,DATA16_B69FE0,B69FE0,590,47,94,True,I can't open it.            something's stuck.
B6,bank_B6.asm,DATA16_B6A03E,B6A03E,597,72,144,True,Hey: how's it going?        Don't work too hard.        Just take time.
B6,bank_B6.asm,DATA16_B6A0CE,B6A0CE,607,125,250,True,"Ask the florist for flowers and ask the livestock delaerfor livestock.
Better ask Mrs.             Fortune-teller for girls."
B6,bank_B6.asm,DATA16_B6A1C8,B6A1C8,624,50,100,True,Don't hang around.          Listen to the priest.
B6,bank_B6.asm,DATA16_B6A22C,B6A22C,632,74,148,True,"You are off today:          aren't you?
We can't keep it up all the time."
B6,bank_B6.asm,DATA16_B6A2C0,B6A2C0,643,82,164,True,People in town talk         differently according to theweather: day: and season.
B6,bank_B6.asm,DATA16_B6A364,B6A364,655,204,408,True,"Everybody has different     ideas on what happiness     means:right?
I guess the best thing is   to do what you want to do.  But it's probably not
real happiness when you     annoy someone or are blamed."
B6,bank_B6.asm,DATA16_B6A4FC,B6A4FC,682,132,264,True,"You are working so hard.    You should have a chat with your friends or go to
mountains...                to relax once in a while."
B6,bank_B6.asm,DATA16_B6A604,B6A604,700,87,174,True,"This church is dedicated to the God of the crops.       I suggest you pray
faithfully."
B6,bank_B6.asm,DATA16_B6A6B2,B6A6B2,712,75,150,True,I like taking my time       reading books.That's one of my happiest times.
B6,bank_B6.asm,DATA16_B6A748,B6A748,723,82,164,True,Have you heard of the water imp? Someone has seen it in the pond of the mountain.
B6,bank_B6.asm,DATA16_B6A7EC,B6A7EC,735,215,430,True,"Don't think it's OK to do   bad things if it's not      discovered.
No one is perfect. We all   make mistakes.              That's the way we are.
But it's wrong to not feel  guilty about what you've    done wrong."
B6,bank_B6.asm,DATA16_B6A99A,B6A99A,763,62,124,True,I wonder if our daughter Anncan get married living like that.
B6,bank_B6.asm,DATA16_B6AA16,B6AA16,772,85,170,True,Hi: how's your work going?  There are some wild dogs:   so you should fix the fence.
B6,bank_B6.asm,DATA16_B6AAC0,B6AAC0,784,55,110,True,I believe God exists.       You believe it: don't you?
B6,bank_B6.asm,DATA16_B6AB2E,B6AB2E,792,97,194,True,"Hey: it's strange. She is   always here by now.
.....oh no:                 it's nothing at all."
B6,bank_B6.asm,DATA16_B6ABF0,B6ABF0,806,151,302,True,"Hi. Are you taking a walk   too? It's important to get afew days off.
Working hard till late at   night will drive you crazy: mentally and physically."
B6,bank_B6.asm,DATA16_B6AD1E,B6AD1E,826,180,360,True,"I just can't help myself    worrying about Ann so much. Mr. <CTRL_FFFD>eh: you are of the
same generation as Ann.     What do you think of her?   ....oh: sorry.
Maybe I'm a little confused."
B6,bank_B6.asm,DATA16_B6AE86,B6AE86,850,99,198,True,"Hello. You always look fine.The bag of seed for sowing. It's convenient to buy
a few bags at once."
B6,bank_B6.asm,DATA16_B6AF4C,B6AF4C,864,71,142,True,Grass grows in Autumn so youdon't have to mow much      before Winter.
B6,bank_B6.asm,DATA16_B6AFDA,B6AFDA,874,49,98,True,May everyone give kindness  to everyone else....
B6,bank_B6.asm,DATA16_B6B03C,B6B03C,882,5,10,True,....
B6,bank_B6.asm,DATA16_B6B046,B6B046,884,75,150,True,What? The shop is closed on Saturdays. So I'm bathing inthe sun. Nice:huh?
B6,bank_B6.asm,DATA16_B6B0DC,B6B0DC,895,129,258,True,"It's kind of dark on rainy  days....feels slightly      lonely:doesn't it?
But the rain is good when itcomes to producing crops."
B6,bank_B6.asm,DATA16_B6B1DE,B6B1DE,913,54,108,True,What a coincidence. Are you having a meal here today?
B6,bank_B6.asm,DATA16_B6B24A,B6B24A,921,68,136,True,It's not easy to work       steadily but it's           worthwhile.
B6,bank_B6.asm,DATA16_B6B2D2,B6B2D2,931,107,214,True,"Hope business will be       better:it will be better   ....
What? Isn't it the God of   business? Oh:well."
B6,bank_B6.asm,DATA16_B6B3A8,B6B3A8,946,100,200,True,"It's good to bathe in the   sun. Eat well and work hard.Good health is the
foundation of happiness."
B6,bank_B6.asm,DATA16_B6B470,B6B470,960,81,162,True,Eat something when you are  tired. Our cakes are the    best to get more energy.
B6,bank_B6.asm,DATA16_B6B512,B6B512,972,37,74,True,"Howdy:young boys, What's up?....hic."
B6,bank_B6.asm,DATA16_B6B55C,B6B55C,978,57,114,True,...hic:working like a dog   is not the only way to live.
B6,bank_B6.asm,DATA16_B6B5CE,B6B5CE,987,65,130,True,It's my routine to take a   walk on Sundays so it's OK  with me.
B6,bank_B6.asm,DATA16_B6B650,B6B650,997,107,214,True,"Oh no:it started raining    now...gee: I was going to   work.
Well:I can do nothing but   stay home today."
B6,bank_B6.asm,DATA16_B6B726,B6B726,1012,83,166,True,"What are you saying?        It doesn't matter if It     rains to do our work here,"
B6,bank_B6.asm,DATA16_B6B7CC,B6B7CC,1024,77,154,True,"ulp...soooo...great,        She's out.I can relax as    much as
I want:yeah."
B6,bank_B6.asm,DATA16_B6B866,B6B866,1035,102,204,True,"You can be calm inside the  church.Not many people here:you know.
It's crowded on holidays    though."
B6,bank_B6.asm,DATA16_B6B932,B6B932,1049,131,262,True,"I felt time went by slowly  when I was young.           Now time goes by too fast
and one year seems short.   It's strange:really."
B6,bank_B6.asm,DATA16_B6BA38,B6BA38,1067,136,272,True,"Have sympathy for people.   When you are kind to people:they give you
kindness in return.         Animals are the same as us  for sure."
B6,bank_B6.asm,DATA16_B6BB48,B6BB48,1085,92,184,True,"It's not necessarily right  or wrong. Daily incidents   are neither.
It's up to you:really."
B6,bank_B6.asm,DATA16_B6BC00,B6BC00,1098,83,166,True,"I know it won't consume yourstamina on a rainy day but  you should be off.
Really."
B6,bank_B6.asm,DATA16_B6BCA6,B6BCA6,1110,163,326,True,"It's tough to take care of  cows.Take good care of them so that they do not
get sick.My note is right   there so read it carefully  so you can avoid any
diseases."
B6,bank_B6.asm,DATA16_B6BDEC,B6BDEC,1132,146,292,True,"Hey:do your hens lay eggs?  Put them in the cage.       And feed them every day.
They won't lay eggs for     <CTRL_B5>days after you miss a      feeding."
B6,bank_B6.asm,DATA16_B6BF10,B6BF10,1152,87,174,True,"Hey:young boy, Put your     livestock inside the pen    before the weather gets
worse,"
B6,bank_B6.asm,DATA16_B6BFBE,B6BFBE,1164,177,354,True,"You know:cows give you more milk when you take good careof them with love.
..hey:are you listening to  me? They will like you and  good calves will be born
...listen to me:boy,"
B6,bank_B6.asm,DATA16_B6C120,B6C120,1188,93,186,True,"You can't redo your life.   You might not have the      second chance.
Think before you act."
B6,bank_B6.asm,DATA16_B6C1DA,B6C1DA,1201,116,232,True,"Are you asking if I don't goto church? God is everywhereand He is nowhere:
you know.                   Hee-hee-hee."
B6,bank_B6.asm,DATA16_B6C2C2,B6C2C2,1217,75,150,True,There's a useful book over  there: about girls:I wrote  it.Better read it.
B6,bank_B6.asm,DATA16_B6C358,B6C358,1228,127,254,True,"I'm also a midwife.You know:the mayor's daughter Maria  and the grocery shop
owner's daughter Ann        I delivered them all."
B6,bank_B6.asm,DATA16_B6C456,B6C456,1245,125,250,True,"Grown-ups always make rule  telling us to do this:do    that:don't do this:
don't do that.What hard workit is being a child."
B6,bank_B6.asm,DATA16_B6C550,B6C550,1262,60,120,True,Hmmm...is he in love with   Maria's sister? ....it can'tbe.
B6,bank_B6.asm,DATA16_B6C5C8,B6C5C8,1271,127,254,True,"We can gather many things inthe mountain.I want to sell them but they won't allow
a little kid to go to the   mountains alone."
B6,bank_B6.asm,DATA16_B6C6C6,B6C6C6,1288,45,90,True,"Please:please,              I've got a date."
B6,bank_B6.asm,DATA16_B6C720,B6C720,1295,127,254,True,"You'd better read the book  written by Mrs.             Fortune-teller many times.
It's pretty hard to capture a girl's heart."
B6,bank_B6.asm,DATA16_B6C81E,B6C81E,1312,37,74,True,Yeah: welcome. Make yourselfat home.
B6,bank_B6.asm,DATA16_B6C868,B6C868,1318,101,202,True,"Things girls like are       flowers and sweets:right?
I'm saving money to buy a   present for Maria."
B6,bank_B6.asm,DATA16_B6C932,B6C932,1332,64,128,True,I love Maria.I wish she     would be my bride in the    future.
B6,bank_B6.asm,DATA16_B6C9B2,B6C9B2,1341,53,106,True,I always pray that I can be a grown-up very quickly.
B6,bank_B6.asm,DATA16_B6CA1C,B6CA1C,1349,61,122,True,"It's not a date, It's not a date, Just a walk:that's    all,"
B6,bank_B6.asm,DATA16_B6CA96,B6CA96,1358,70,140,True,Oh yes:put crops in the     shipping box so I can       collect them.
B6,bank_B6.asm,DATA16_B6CB22,B6CB22,1368,86,172,True,"You can't use the tool when you lose your stamina but   you can carry things a
round."
B6,bank_B6.asm,DATA16_B6CBCE,B6CBCE,1380,38,76,True,Well: a drink after work is the best.
B6,bank_B6.asm,DATA16_B6CC1A,B6CC1A,1386,117,234,True,"Things you can't ship are   flowers:animals:and         perishables like cakes.
Don't put those things in   the box."
B6,bank_B6.asm,DATA16_B6CD04,B6CD04,1402,102,204,True,"Even if you put shipping    goods in the box at night:  they won't last till
the morning.So wasteful."
B6,bank_B6.asm,DATA16_B6CDD0,B6CDD0,1416,69,138,True,I collect shipping goods    even in the shed so please  don't worry.
B6,bank_B6.asm,DATA16_B6CE5A,B6CE5A,1426,120,240,True,"Shall we watch the weather  forecast? You'd better put  the livestock inside right
after you find out it's     raining."
B6,bank_B6.asm,DATA16_B6CF4A,B6CF4A,1442,78,156,True,It would be much easier to  live if it was true that Godbrings you happiness.
B6,bank_B6.asm,DATA16_B6CFE6,B6CFE6,1453,75,150,True,Anything can happen in our  lives. Just in case:you'd   better save money.
B6,bank_B6.asm,DATA16_B6D07C,B6D07C,1464,100,200,True,"I know money is important   but the most important thingis love:you know:
LOVE, Don't you think so?"
B6,bank_B6.asm,DATA16_B6D144,B6D144,1478,155,310,True,"I'm a wandering peddler.    But I don't often sell      anything to anyone.
If there's anything you wantto sell: just put them on   that table over there."
B6,bank_B6.asm,DATA16_B6D27A,B6D27A,1499,111,222,True,"Fences are easy to break    after rain and snow.
Please make new fences afterknocking the broken fences  down."
B6,bank_B6.asm,DATA16_B6D358,B6D358,1514,123,246,True,"I live in the mountains     hunting animals.
Eve always tells me to come down to the town but I won'tchange my life style."
B6,bank_B6.asm,DATA16_B6D44E,B6D44E,1531,85,170,True,"Have you heard of           ""Power Berry""?  Eat it and  you'll gain a little energy."
B6,bank_B6.asm,DATA16_B6D4F8,B6D4F8,1543,81,162,True,When it rains: you must keepoff the top of the mountain:because it is dangerous.
B6,bank_B6.asm,DATA16_B6D59A,B6D59A,1555,53,106,True,Some mushrooms are          poisonous:so be careful.
B6,bank_B6.asm,DATA16_B6D604,B6D604,1563,58,116,False,"Hey:do you want to fish?
 Yes                         No<CHOICE_OR_WAIT>c"
B6,bank_B6.asm,DATA16_B6D678,B6D678,1572,47,94,True,OK:you can use my fishing   rod. Use Y button.
B6,bank_B6.asm,DATA16_B6D6D6,B6D6D6,1579,68,136,True,No:this is pretty good. It  tastes good and sells at a  high price.
B6,bank_B6.asm,DATA16_B6D75E,B6D75E,1589,16,32,True,Visit us again.
B6,bank_B6.asm,DATA16_B6D77E,B6D77E,1592,29,58,True,Hello.It's a fine day today.
B6,bank_B6.asm,DATA16_B6D7B8,B6D7B8,1597,47,94,True,It's been hot every day but how are you doing?
B6,bank_B6.asm,DATA16_B6D816,B6D816,1604,37,74,True,I somehow love the autumn   scenery.
B6,bank_B6.asm,DATA16_B6D860,B6D860,1610,27,54,True,Hope it'll be spring soon.
B6,bank_B6.asm,DATA16_B6D896,B6D896,1615,56,112,False,"Do you believe in God?
 Yes                         No<CHOICE_OR_WAIT>c"
B6,bank_B6.asm,DATA16_B6D906,B6D906,1623,74,148,True,Really? It's unusual these  days. Please come to the    church on Sunday.
B6,bank_B6.asm,DATA16_B6D99A,B6D99A,1634,77,154,True,"It's not whether God exists or not:it's more a ""belief"" that counts:I think."
B6,bank_B6.asm,DATA16_B6DA34,B6DA34,1645,69,138,True,Please take care of yourselfnot to be worn down by the  summer heat.
B6,bank_B6.asm,DATA16_B6DABE,B6DABE,1655,76,152,False,"....Excuse me: do you love  kids?
 I love kids.                Not really.<CHOICE_OR_WAIT>c"
B6,bank_B6.asm,DATA16_B6DB56,B6DB56,1666,67,134,True,I love kids too. My dream isto live with a lot of kids  around me.
B6,bank_B6.asm,DATA16_B6DBDC,B6DBDC,1676,7,14,True,...Oh.
B6,bank_B6.asm,DATA16_B6DBEA,B6DBEA,1678,70,140,True,It's pretty cold so please  take care of yourself not tocatch a cold.
B6,bank_B6.asm,DATA16_B6DC76,B6DC76,1688,76,152,False,"Oh:you have come to listen  to the priest.
 Yes                         No<CHOICE_OR_WAIT>c"
B6,bank_B6.asm,DATA16_B6DD0E,B6DD0E,1699,16,32,True,You are devout.
B6,bank_B6.asm,DATA16_B6DD2E,B6DD2E,1702,40,80,True,No? then:why are you here?  Oh:to pray?
B6,bank_B6.asm,DATA16_B6DD7E,B6DD7E,1708,64,128,True,It's a welcome rain. We havea lot of rain here in       spring.
B6,bank_B6.asm,DATA16_B6DDFE,B6DDFE,1717,57,114,True,Uum...well...can I come overto your ranch some day soon?
B6,bank_B6.asm,DATA16_B6DE70,B6DE70,1726,88,176,False,"Aren't you lonely living in that big place?
 A little lonely             No:not at all<CHOICE_OR_WAIT>c"
B6,bank_B6.asm,DATA16_B6DF20,B6DF20,1738,50,100,True,Uum..well...yes: if...no:   nothing....g-good-by.
B6,bank_B6.asm,DATA16_B6DF84,B6DF84,1746,66,132,True,I..see...sorry:I didn't     mean to ask you anything    personal.
B6,bank_B6.asm,DATA16_B6E008,B6E008,1756,47,94,True,"I'm going to make great     tools like my dad,"
B6,bank_B6.asm,DATA16_B6E066,B6E066,1763,117,234,False,"It'll be showcased at the   shop one of these days so   please try it.
 Hum                         I don't want it<CHOICE_OR_WAIT>c"
B6,bank_B6.asm,DATA16_B6E150,B6E150,1779,10,20,True,Trust me.
B6,bank_B6.asm,DATA16_B6E164,B6E164,1782,28,56,True,You don't trust me: do you?
B6,bank_B6.asm,DATA16_B6E19C,B6E19C,1787,66,132,True,It seems a little different from the plan I had but...nobig deal.
B6,bank_B6.asm,DATA16_B6E220,B6E220,1797,71,142,False,"Aren't I acting like a girl?
 No:not at all              Not that bad<CHOICE_OR_WAIT>c"
B6,bank_B6.asm,DATA16_B6E2AE,B6E2AE,1807,23,46,True,"How outspoken you are,"
B6,bank_B6.asm,DATA16_B6E2DC,B6E2DC,1811,95,190,True,"My dad always tells me to   act like a girl but I wonderexactly what acting
like a girl means."
B6,bank_B6.asm,DATA16_B6E39A,B6E39A,1824,99,198,True,"Well...I don't know why     but...it feels good in      spring.
I go like ""OK:it's show     time,"""
B6,bank_B6.asm,DATA16_B6E460,B6E460,1838,33,66,True,I love summer though it's   hot.
B6,bank_B6.asm,DATA16_B6E4A2,B6E4A2,1844,84,168,True,"well:constant effort is     important:you know. They saysuccess comes from
failure."
B6,bank_B6.asm,DATA16_B6E54A,B6E54A,1856,72,144,True,It looks cold outside.It    turns white when you breatheout:doesn't it?
B6,bank_B6.asm,DATA16_B6E5DA,B6E5DA,1866,79,158,False,"Ho hum...it's boring:       isn't it?
 Yes                         Not really<CHOICE_OR_WAIT>c"
B6,bank_B6.asm,DATA16_B6E678,B6E678,1877,38,76,True,It is:hum? I'm so sleepy... ho hum...
B6,bank_B6.asm,DATA16_B6E6C4,B6E6C4,1883,24,48,True,Gee:you are so serious.
B6,bank_B6.asm,DATA16_B6E6F4,B6E6F4,1887,69,138,True,Yes:I feel relaxed          outside...I haven't been outfor a while.
B6,bank_B6.asm,DATA16_B6E77E,B6E77E,1897,34,68,True,"No idea comes out under thisheat,"
B6,bank_B6.asm,DATA16_B6E7C2,B6E7C2,1903,29,58,True,Let's do our best:shall we?
B6,bank_B6.asm,DATA16_B6E7FC,B6E7FC,1908,41,82,True,The mountain is covered withsnow by now.
B6,bank_B6.asm,DATA16_B6E84E,B6E84E,1915,63,126,True,I hate rain.It feels        depressing.I like when it   pours.
B6,bank_B6.asm,DATA16_B6E8CC,B6E8CC,1924,164,328,True,"...My dad tells me to get   married so often....        He would be all by himself
if I got married to         someone...                  Doesn't he realize that?"
B6,bank_B6.asm,DATA16_B6EA14,B6EA14,1946,197,394,False,"Hello, Hey: look at this,   This is the automatic       pudding maker,
I've put eggs and milk in   here. Now all you have to dois turn it on.Do it,
 Push                        I don't want to do<CHOICE_OR_WAIT>c"
B6,bank_B6.asm,DATA16_B6EB9E,B6EB9E,1972,32,64,True,It smells wonderful:doesn't it?
B6,bank_B6.asm,DATA16_B6EBDE,B6EBDE,1977,98,196,True,"You say it's much quicker tomake pudding without the    machine? Oh no...don'
t you have a dream?"
B6,bank_B6.asm,DATA16_B6ECA2,B6ECA2,1991,52,104,True,I love Spring when all the  flowers start to bloom.
B6,bank_B6.asm,DATA16_B6ED0A,B6ED0A,1999,69,138,False,"Hello. Do you like flowers?
 Yes                         Not really<CHOICE_OR_WAIT>c"
B6,bank_B6.asm,DATA16_B6ED94,B6ED94,2009,26,52,True,"Yeah:Nina loves them too,"
B6,bank_B6.asm,DATA16_B6EDC8,B6EDC8,2014,7,14,True,ugh...
B6,bank_B6.asm,DATA16_B6EDD6,B6EDD6,2016,81,162,True,Autumn to Winter is an off  season for us because       there's nothing to sell.
B6,bank_B6.asm,DATA16_B6EE78,B6EE78,2028,113,226,False,"Do you believe that there   is a flower which blooms    in Winter?
 Yes                         You're kidding?<CHOICE_OR_WAIT>c"
B6,bank_B6.asm,DATA16_B6EF5A,B6EF5A,2044,22,44,True,It must be beautiful.
B6,bank_B6.asm,DATA16_B6EF86,B6EF86,2048,82,164,True,"Let me tell you the code forthe flower in our shop.     It is ""I like you a lot,"""
B6,bank_B6.asm,DATA16_B6F02A,B6F02A,2060,78,156,True,Hey:I guess she would be    happy if you gave the flowerto the girl you like.
B6,bank_B6.asm,DATA16_B6F0C6,B6F0C6,2071,84,168,True,The mountains this season   are beautiful. There are    many fruits and nuts:too...
B6,bank_B6.asm,DATA16_B6F16E,B6F16E,2083,82,164,True,It's deserted in Winter.But we can't experience the joysof Spring without Winter.
B6,bank_B6.asm,DATA16_B6F212,B6F212,2095,93,186,True,"The herb in the inner part  of the cave works well for  fever and headache
when you boil it."
B6,bank_B6.asm,DATA16_B6F2CC,B6F2CC,2108,51,102,True,The flower sold at the shop is what we raise here.
B6,bank_B6.asm,DATA16_B6F332,B6F332,2116,65,130,True,I'm collecting fallen leavesto make manure for the      flowers.
B6,bank_B6.asm,DATA16_B6F3B4,B6F3B4,2126,87,174,False,"Plants are alive under the  snow.Isn't it wonderful?
 Wonderful                   So?<CHOICE_OR_WAIT>c"
B6,bank_B6.asm,DATA16_B6F462,B6F462,2138,43,86,True,Human:animals:and plants    are all alive.
B6,bank_B6.asm,DATA16_B6F4B8,B6F4B8,2145,10,20,True,"So great,"
B6,bank_B6.asm,DATA16_B6F4CC,B6F4CC,2148,70,140,True,I know you are busy working but please try to come to   the festival.
B6,bank_B6.asm,DATA16_B6F558,B6F558,2158,63,126,True,I kind of like rainy days.  Leaves look happy when it   rains.
B6,bank_B6.asm,DATA16_B6F5D6,B6F5D6,2167,172,344,True,"Flowers can be edible and   used for medicinal purposes as well as making us feel
comfortable.But I don't pickthem when I don't need them.
I believe they want to live too."
B6,bank_B6.asm,DATA16_B6F72E,B6F72E,2190,144,288,False,"I heard there was the       ""Secret Garden"" in the      ranch. Is it so?
I want to go see it.
 OK                          I don't want to go.<CHOICE_OR_WAIT>c"
B6,bank_B6.asm,DATA16_B6F84E,B6F84E,2209,23,46,True,Wow:I can hardly wait.
B6,bank_B6.asm,DATA16_B6F87C,B6F87C,2213,39,78,True,"How mean,                   Forget it,"
B6,bank_B6.asm,DATA16_B6F8CA,B6F8CA,2219,29,58,True,Hello:you always look fine.
B6,bank_B6.asm,DATA16_B6F904,B6F904,2224,69,138,True,I have a little bird. Her   name is P-chan. She sings   beautifully.
B6,bank_B6.asm,DATA16_B6F98E,B6F98E,2234,65,130,False,"Hey:do you like sweets?
 I love them                 Not really<CHOICE_OR_WAIT>c"
B6,bank_B6.asm,DATA16_B6FA10,B6FA10,2244,79,158,True,Really? I'm good at making  sweets.I hope I can cook    you something someday.
B6,bank_B6.asm,DATA16_B6FAAE,B6FAAE,2255,11,22,True,I'm sorry.
