subsystem,symbol,file,line,text
time_day_cycle,!hour,src/code_banks/bank_80.asm,3503,LDA.L !hour
time_day_cycle,!weekday,src/code_banks/bank_80.asm,3513,LDA.L !weekday
time_day_cycle,!season,src/code_banks/bank_80.asm,3524,LDA.L !season
time_day_cycle,!day,src/code_banks/bank_80.asm,3527,LDA.L !day
time_day_cycle,!weekday,src/code_banks/bank_80.asm,3534,LDA.L !weekday
time_day_cycle,!weekday,src/code_banks/bank_80.asm,3544,LDA.L !weekday
stamina,!game_state,src/code_banks/bank_80.asm,3563,AND.B !game_state
stamina,!game_state,src/code_banks/bank_80.asm,3564,STA.B !game_state
time_day_cycle,!time_running,src/code_banks/bank_80.asm,3574,STZ.W !time_running
stamina,!player_action,src/code_banks/bank_80.asm,3610,STA.B !player_action
time_day_cycle,!hour,src/code_banks/bank_80.asm,3669,LDA.L !hour                        ;809CEE;7F1F1C;
time_day_cycle,!hour,src/code_banks/bank_80.asm,3673,STA.L !hour                        ;809CF7;7F1F1C;
stamina,!game_state,src/code_banks/bank_80.asm,3767,LDA.B !game_state                            ;809D89;0000D2;
stamina,!game_state,src/code_banks/bank_80.asm,3775,LDA.B !game_state                            ;809D95;0000D2;
stamina,!game_state,src/code_banks/bank_80.asm,3783,LDA.B !game_state                            ;809DA1;0000D2;
stamina,!player_action,src/code_banks/bank_80.asm,3806,LDA.B !player_action                            ;809DC5;0000D4;
stamina,!player_action,src/code_banks/bank_80.asm,3814,LDA.B !player_action                            ;809DD1;0000D4;
stamina,!player_action,src/code_banks/bank_80.asm,3822,LDA.B !player_action                            ;809DDD;0000D4;
stamina,!player_action,src/code_banks/bank_80.asm,3830,LDA.B !player_action                            ;809DE9;0000D4;
stamina,!player_action,src/code_banks/bank_80.asm,3839,STA.B !player_action                            ;809DF8;0000D4;
time_day_cycle,!season,src/code_banks/bank_80.asm,3846,LDA.L !season                        ;809E01;7F1F19;
time_day_cycle,!season,src/code_banks/bank_80.asm,3881,LDA.L !season                        ;809E43;7F1F19;
time_day_cycle,!season,src/code_banks/bank_80.asm,3909,LDA.L !season                        ;809E81;7F1F19;
tools_items,!item_on_hand,src/code_banks/bank_81.asm,4,";;;;;;;; PASS07: main dispatcher for the current held item. Uses !item_on_hand, the tile in front, held-item tables, and may route to shipping/bin/shop/special-place logic."
tools_items,!item_on_hand,src/code_banks/bank_81.asm,14,LDA.W !item_on_hand                          ;818013;00091D;
tools_items,!item_on_hand,src/code_banks/bank_81.asm,253,STA.W !item_on_hand                          ;8181C4;00091D;
tools_items,!item_on_hand,src/code_banks/bank_81.asm,266,STA.W !item_on_hand                          ;8181DE;00091D;
tools_items,!item_on_hand,src/code_banks/bank_81.asm,279,STA.W !item_on_hand                          ;8181F8;00091D;
tools_items,!item_on_hand,src/code_banks/bank_81.asm,445,STZ.W !item_on_hand                          ;818348;00091D;
stamina,!player_action,src/code_banks/bank_81.asm,448,STA.B !player_action                            ;818350;0000D4;
stamina,!game_state,src/code_banks/bank_81.asm,452,AND.B !game_state                            ;81835A;0000D2;
stamina,!game_state,src/code_banks/bank_81.asm,453,STA.B !game_state                            ;81835C;0000D2;
tools_items,!item_on_hand,src/code_banks/bank_81.asm,473,STZ.W !item_on_hand                          ;81838C;00091D;
stamina,!player_action,src/code_banks/bank_81.asm,476,STA.B !player_action                            ;818394;0000D4;
stamina,!game_state,src/code_banks/bank_81.asm,480,AND.B !game_state                            ;81839E;0000D2;
stamina,!game_state,src/code_banks/bank_81.asm,481,STA.B !game_state                            ;8183A0;0000D2;
tools_items,!shed_items_row_2,src/code_banks/bank_81.asm,618,LDA.L !shed_items_row_2                        ;8184A5;7F1F01;
tools_items,!shed_items_row_2,src/code_banks/bank_81.asm,620,STA.L !shed_items_row_2                        ;8184AB;7F1F01;
tools_items,!tool_selected,src/code_banks/bank_81.asm,622,LDA.W !tool_selected                          ;8184B1;000921;
tools_items,!tool_selected,src/code_banks/bank_81.asm,625,STZ.W !tool_selected                          ;8184B8;000921;
tools_items,!tool_backpack,src/code_banks/bank_81.asm,628,LDA.W !tool_backpack                          ;8184BD;000923;
tools_items,!tool_backpack,src/code_banks/bank_81.asm,631,STZ.W !tool_backpack                          ;8184C4;000923;
tools_items,!seeds_grass_N,src/code_banks/bank_81.asm,634,LDA.W !seeds_grass_N                          ;8184C9;000927;
tools_items,!seeds_grass_N,src/code_banks/bank_81.asm,638,STA.W !seeds_grass_N                          ;8184D1;000927;
tools_items,!shed_items_row_1,src/code_banks/bank_81.asm,647,LDA.L !shed_items_row_1                        ;8184E1;7F1F00;
tools_items,!shed_items_row_1,src/code_banks/bank_81.asm,649,STA.L !shed_items_row_1                        ;8184E7;7F1F00;
tools_items,!tool_selected,src/code_banks/bank_81.asm,651,LDA.W !tool_selected                          ;8184ED;000921;
tools_items,!tool_selected,src/code_banks/bank_81.asm,654,STZ.W !tool_selected                          ;8184F4;000921;
tools_items,!tool_backpack,src/code_banks/bank_81.asm,657,LDA.W !tool_backpack                          ;8184F9;000923;
tools_items,!tool_backpack,src/code_banks/bank_81.asm,660,STZ.W !tool_backpack                          ;818500;000923;
tools_items,!seeds_corn_N,src/code_banks/bank_81.asm,663,LDA.W !seeds_corn_N                          ;818505;000928;
tools_items,!seeds_corn_N,src/code_banks/bank_81.asm,667,STA.W !seeds_corn_N                          ;81850D;000928;
tools_items,!shed_items_row_1,src/code_banks/bank_81.asm,676,LDA.L !shed_items_row_1                        ;81851D;7F1F00;
tools_items,!shed_items_row_1,src/code_banks/bank_81.asm,678,STA.L !shed_items_row_1                        ;818523;7F1F00;
tools_items,!tool_selected,src/code_banks/bank_81.asm,680,LDA.W !tool_selected                          ;818529;000921;
tools_items,!tool_selected,src/code_banks/bank_81.asm,683,STZ.W !tool_selected                          ;818530;000921;
tools_items,!tool_backpack,src/code_banks/bank_81.asm,686,LDA.W !tool_backpack                          ;818535;000923;
tools_items,!tool_backpack,src/code_banks/bank_81.asm,689,STZ.W !tool_backpack                          ;81853C;000923;
tools_items,!seeds_tomato_N,src/code_banks/bank_81.asm,692,LDA.W !seeds_tomato_N                          ;818541;000929;
tools_items,!seeds_tomato_N,src/code_banks/bank_81.asm,696,STA.W !seeds_tomato_N                          ;818549;000929;
tools_items,!shed_items_row_1,src/code_banks/bank_81.asm,705,LDA.L !shed_items_row_1                        ;818559;7F1F00;
tools_items,!shed_items_row_1,src/code_banks/bank_81.asm,707,STA.L !shed_items_row_1                        ;81855F;7F1F00;
tools_items,!tool_selected,src/code_banks/bank_81.asm,709,LDA.W !tool_selected                          ;818565;000921;
tools_items,!tool_selected,src/code_banks/bank_81.asm,712,STZ.W !tool_selected                          ;81856C;000921;
tools_items,!tool_backpack,src/code_banks/bank_81.asm,715,LDA.W !tool_backpack                          ;818571;000923;
tools_items,!tool_backpack,src/code_banks/bank_81.asm,718,STZ.W !tool_backpack                          ;818578;000923;
tools_items,!seeds_potato_N,src/code_banks/bank_81.asm,721,LDA.W !seeds_potato_N                          ;81857D;00092A;
tools_items,!seeds_potato_N,src/code_banks/bank_81.asm,725,STA.W !seeds_potato_N                          ;818585;00092A;
tools_items,!shed_items_row_1,src/code_banks/bank_81.asm,734,LDA.L !shed_items_row_1                        ;818595;7F1F00;
tools_items,!shed_items_row_1,src/code_banks/bank_81.asm,736,STA.L !shed_items_row_1                        ;81859B;7F1F00;
tools_items,!tool_selected,src/code_banks/bank_81.asm,738,LDA.W !tool_selected                          ;8185A1;000921;
tools_items,!tool_selected,src/code_banks/bank_81.asm,741,STZ.W !tool_selected                          ;8185A8;000921;
tools_items,!tool_backpack,src/code_banks/bank_81.asm,744,LDA.W !tool_backpack                          ;8185AD;000923;
tools_items,!tool_backpack,src/code_banks/bank_81.asm,747,STZ.W !tool_backpack                          ;8185B4;000923;
tools_items,!seeds_turnip_N,src/code_banks/bank_81.asm,750,LDA.W !seeds_turnip_N                          ;8185B9;00092B;
tools_items,!seeds_turnip_N,src/code_banks/bank_81.asm,754,STA.W !seeds_turnip_N                          ;8185C1;00092B;
tools_items,!item_on_hand,src/code_banks/bank_81.asm,767,STA.W !item_on_hand                          ;8185DB;00091D;
tools_items,!shed_items_row_2,src/code_banks/bank_81.asm,776,LDA.L !shed_items_row_2                        ;8185EB;7F1F01;
tools_items,!shed_items_row_2,src/code_banks/bank_81.asm,778,STA.L !shed_items_row_2                        ;8185F1;7F1F01;
tools_items,!shed_items_row_2,src/code_banks/bank_81.asm,787,LDA.L !shed_items_row_2                        ;818602;7F1F01;
tools_items,!shed_items_row_2,src/code_banks/bank_81.asm,789,STA.L !shed_items_row_2                        ;818608;7F1F01;
tools_items,!shed_items_row_2,src/code_banks/bank_81.asm,798,LDA.L !shed_items_row_2                        ;818619;7F1F01;
tools_items,!shed_items_row_2,src/code_banks/bank_81.asm,800,STA.L !shed_items_row_2                        ;81861F;7F1F01;
tools_items,!shed_items_row_3,src/code_banks/bank_81.asm,809,LDA.L !shed_items_row_3                        ;818630;7F1F02;
tools_items,!shed_items_row_3,src/code_banks/bank_81.asm,811,STA.L !shed_items_row_3                        ;818636;7F1F02;
tools_items,!shed_items_row_1,src/code_banks/bank_81.asm,812,LDA.L !shed_items_row_1                        ;81863A;7F1F00;
tools_items,!shed_items_row_1,src/code_banks/bank_81.asm,814,STA.L !shed_items_row_1                        ;818640;7F1F00;
tools_items,!tool_selected,src/code_banks/bank_81.asm,815,LDA.W !tool_selected                          ;818644;000921;
tools_items,!tool_selected,src/code_banks/bank_81.asm,818,STZ.W !tool_selected                          ;81864B;000921;
tools_items,!tool_backpack,src/code_banks/bank_81.asm,821,LDA.W !tool_backpack                          ;818650;000923;
tools_items,!tool_backpack,src/code_banks/bank_81.asm,824,STZ.W !tool_backpack                          ;818657;000923;
tools_items,!shed_items_row_3,src/code_banks/bank_81.asm,833,LDA.L !shed_items_row_3                        ;818667;7F1F02;
tools_items,!shed_items_row_3,src/code_banks/bank_81.asm,835,STA.L !shed_items_row_3                        ;81866D;7F1F02;
tools_items,!shed_items_row_1,src/code_banks/bank_81.asm,836,LDA.L !shed_items_row_1                        ;818671;7F1F00;
tools_items,!shed_items_row_1,src/code_banks/bank_81.asm,838,STA.L !shed_items_row_1                        ;818677;7F1F00;
tools_items,!tool_selected,src/code_banks/bank_81.asm,839,LDA.W !tool_selected                          ;81867B;000921;
tools_items,!tool_selected,src/code_banks/bank_81.asm,842,STZ.W !tool_selected                          ;818682;000921;
tools_items,!tool_backpack,src/code_banks/bank_81.asm,845,LDA.W !tool_backpack                          ;818687;000923;
tools_items,!tool_backpack,src/code_banks/bank_81.asm,848,STZ.W !tool_backpack                          ;81868E;000923;
tools_items,!shed_items_row_3,src/code_banks/bank_81.asm,857,LDA.L !shed_items_row_3                        ;81869E;7F1F02;
tools_items,!shed_items_row_3,src/code_banks/bank_81.asm,859,STA.L !shed_items_row_3                        ;8186A4;7F1F02;
tools_items,!shed_items_row_1,src/code_banks/bank_81.asm,860,LDA.L !shed_items_row_1                        ;8186A8;7F1F00;
tools_items,!shed_items_row_1,src/code_banks/bank_81.asm,862,STA.L !shed_items_row_1                        ;8186AE;7F1F00;
tools_items,!tool_selected,src/code_banks/bank_81.asm,863,LDA.W !tool_selected                          ;8186B2;000921;
tools_items,!tool_selected,src/code_banks/bank_81.asm,866,STZ.W !tool_selected                          ;8186B9;000921;
tools_items,!tool_backpack,src/code_banks/bank_81.asm,869,LDA.W !tool_backpack                          ;8186BE;000923;
tools_items,!tool_backpack,src/code_banks/bank_81.asm,872,STZ.W !tool_backpack                          ;8186C5;000923;
tools_items,!shed_items_row_3,src/code_banks/bank_81.asm,881,LDA.L !shed_items_row_3                        ;8186D5;7F1F02;
tools_items,!shed_items_row_3,src/code_banks/bank_81.asm,883,STA.L !shed_items_row_3                        ;8186DB;7F1F02;
tools_items,!shed_items_row_1,src/code_banks/bank_81.asm,884,LDA.L !shed_items_row_1                        ;8186DF;7F1F00;
tools_items,!shed_items_row_1,src/code_banks/bank_81.asm,886,STA.L !shed_items_row_1                        ;8186E5;7F1F00;
tools_items,!tool_selected,src/code_banks/bank_81.asm,887,LDA.W !tool_selected                          ;8186E9;000921;
tools_items,!tool_selected,src/code_banks/bank_81.asm,890,STZ.W !tool_selected                          ;8186F0;000921;
tools_items,!tool_backpack,src/code_banks/bank_81.asm,893,LDA.W !tool_backpack                          ;8186F5;000923;
tools_items,!tool_backpack,src/code_banks/bank_81.asm,896,STZ.W !tool_backpack                          ;8186FC;000923;
tools_items,!shed_items_row_3,src/code_banks/bank_81.asm,905,LDA.L !shed_items_row_3                        ;81870C;7F1F02;
tools_items,!shed_items_row_3,src/code_banks/bank_81.asm,907,STA.L !shed_items_row_3                        ;818712;7F1F02;
tools_items,!shed_items_row_2,src/code_banks/bank_81.asm,908,LDA.L !shed_items_row_2                        ;818716;7F1F01;
tools_items,!shed_items_row_2,src/code_banks/bank_81.asm,910,STA.L !shed_items_row_2                        ;81871C;7F1F01;
tools_items,!tool_selected,src/code_banks/bank_81.asm,911,LDA.W !tool_selected                          ;818720;000921;
tools_items,!tool_selected,src/code_banks/bank_81.asm,914,STZ.W !tool_selected                          ;818727;000921;
tools_items,!tool_backpack,src/code_banks/bank_81.asm,917,LDA.W !tool_backpack                          ;81872C;000923;
tools_items,!tool_backpack,src/code_banks/bank_81.asm,920,STZ.W !tool_backpack                          ;818733;000923;
tools_items,!shed_items_row_2,src/code_banks/bank_81.asm,929,LDA.L !shed_items_row_2                        ;818743;7F1F01;
tools_items,!shed_items_row_2,src/code_banks/bank_81.asm,931,STA.L !shed_items_row_2                        ;818749;7F1F01;
tools_items,!shed_items_row_2,src/code_banks/bank_81.asm,940,LDA.L !shed_items_row_2                        ;81875A;7F1F01;
tools_items,!shed_items_row_2,src/code_banks/bank_81.asm,942,STA.L !shed_items_row_2                        ;818760;7F1F01;
tools_items,!shed_items_row_4,src/code_banks/bank_81.asm,951,LDA.L !shed_items_row_4                        ;818771;7F1F03;
tools_items,!shed_items_row_4,src/code_banks/bank_81.asm,953,STA.L !shed_items_row_4                        ;818777;7F1F03;
tools_items,!feed_chicks_N,src/code_banks/bank_81.asm,955,STA.W !feed_chicks_N                          ;81877D;00092D;
tools_items,!shed_items_row_4,src/code_banks/bank_81.asm,964,LDA.L !shed_items_row_4                        ;81878D;7F1F03;
tools_items,!shed_items_row_4,src/code_banks/bank_81.asm,966,STA.L !shed_items_row_4                        ;818793;7F1F03;
tools_items,!feed_cow_N,src/code_banks/bank_81.asm,968,STA.W !feed_cow_N                          ;818799;00092C;
tools_items,!item_on_hand,src/code_banks/bank_81.asm,981,STA.W !item_on_hand                          ;8187B3;00091D;
tools_items,!tool_backpack,src/code_banks/bank_81.asm,997,LDA.W !tool_backpack                          ;8187C7;000923;
tools_items,!tool_selected,src/code_banks/bank_81.asm,999,LDA.W !tool_selected                          ;8187CC;000921;
tools_items,!tool_backpack,src/code_banks/bank_81.asm,1000,STA.W !tool_backpack                          ;8187CF;000923;
tools_items,!tool_selected,src/code_banks/bank_81.asm,1008,STA.W !tool_selected                          ;8187DD;000921;
tools_items,!shed_items_row_1,src/code_banks/bank_81.asm,1030,"LDA.L !shed_items_row_1,X                      ;818804;7F1F00;"
tools_items,!shed_items_row_1,src/code_banks/bank_81.asm,1032,"STA.L !shed_items_row_1,X                      ;81880A;7F1F00;"
stamina,!player_action,src/code_banks/bank_81.asm,1035,STA.B !player_action                            ;818813;0000D4;
stamina,!game_state,src/code_banks/bank_81.asm,1039,AND.B !game_state                            ;81881D;0000D2;
stamina,!game_state,src/code_banks/bank_81.asm,1040,STA.B !game_state                            ;81881F;0000D2;
tools_items,!item_on_hand,src/code_banks/bank_81.asm,1047,STZ.W !item_on_hand                          ;818832;00091D;
stamina,!player_action,src/code_banks/bank_81.asm,1452,STA.B !player_action                            ;818AB0;0000D4;
stamina,!game_state,src/code_banks/bank_81.asm,1456,AND.B !game_state                            ;818ABA;0000D2;
stamina,!game_state,src/code_banks/bank_81.asm,1457,STA.B !game_state                            ;818ABC;0000D2;
tools_items,!item_on_hand,src/code_banks/bank_81.asm,1460,STZ.W !item_on_hand                          ;818AC4;00091D;
stamina,!player_action,src/code_banks/bank_81.asm,1530,STA.B !player_action                            ;818B4C;0000D4;
stamina,!game_state,src/code_banks/bank_81.asm,1534,AND.B !game_state                            ;818B56;0000D2;
stamina,!game_state,src/code_banks/bank_81.asm,1535,STA.B !game_state                            ;818B58;0000D2;
tools_items,!item_on_hand,src/code_banks/bank_81.asm,1538,STZ.W !item_on_hand                          ;818B60;00091D;
stamina,!player_action,src/code_banks/bank_81.asm,1589,STA.B !player_action                            ;818BBE;0000D4;
stamina,!game_state,src/code_banks/bank_81.asm,1593,AND.B !game_state                            ;818BC8;0000D2;
stamina,!game_state,src/code_banks/bank_81.asm,1594,STA.B !game_state                            ;818BCA;0000D2;
tools_items,!item_on_hand,src/code_banks/bank_81.asm,1601,STZ.W !item_on_hand                          ;818BDD;00091D;
stamina,!game_state,src/code_banks/bank_81.asm,1621,AND.B !game_state                            ;818C06;0000D2;
stamina,!game_state,src/code_banks/bank_81.asm,1622,STA.B !game_state                            ;818C08;0000D2;
stamina,!player_action,src/code_banks/bank_81.asm,1628,STA.B !player_action                            ;818C11;0000D4;
stamina,!game_state,src/code_banks/bank_81.asm,1630,LDA.B !game_state                            ;818C15;0000D2;
stamina,!game_state,src/code_banks/bank_81.asm,1632,STA.B !game_state                            ;818C1A;0000D2;
stamina,!player_action,src/code_banks/bank_81.asm,1648,LDA.B !player_action                            ;818C34;0000D4;
stamina,!player_action,src/code_banks/bank_81.asm,1688,LDA.B !player_action                            ;818C87;0000D4;
stamina,!player_action,src/code_banks/bank_81.asm,1762,STA.B !player_action                            ;818D33;0000D4;
stamina,!player_action,src/code_banks/bank_81.asm,1809,STA.B !player_action                            ;818DA6;0000D4;
tools_items,!item_on_hand,src/code_banks/bank_81.asm,1836,STZ.W !item_on_hand                          ;818DE7;00091D;
tools_items,!item_on_hand,src/code_banks/bank_81.asm,1853,STZ.W !item_on_hand                          ;818E09;00091D;
tools_items,!item_on_hand,src/code_banks/bank_81.asm,1866,LDA.W !item_on_hand                          ;818E1D;00091D;
tools_items,!item_on_hand,src/code_banks/bank_81.asm,1895,LDA.W !item_on_hand                          ;818E5E;00091D;
tools_items,!item_on_hand,src/code_banks/bank_81.asm,1899,LDA.W !item_on_hand                          ;818E68;00091D;
tools_items,!item_on_hand,src/code_banks/bank_81.asm,1916,STZ.W !item_on_hand                          ;818E92;00091D;
tools_items,!item_on_hand,src/code_banks/bank_81.asm,1921,STZ.W !item_on_hand                          ;818E9A;00091D;
tools_items,!item_on_hand,src/code_banks/bank_81.asm,2076,STZ.W !item_on_hand                          ;818FD2;00091D;
stamina,!game_state,src/code_banks/bank_81.asm,2099,LDA.B !game_state                            ;819008;0000D2;
stamina,!game_state,src/code_banks/bank_81.asm,2101,STA.B !game_state                            ;81900D;0000D2;
tools_items,!item_on_hand,src/code_banks/bank_81.asm,2121,STZ.W !item_on_hand                          ;819032;00091D;
stamina,!player_action,src/code_banks/bank_81.asm,2124,STA.B !player_action                            ;81903A;0000D4;
stamina,!game_state,src/code_banks/bank_81.asm,2128,AND.B !game_state                            ;819044;0000D2;
stamina,!game_state,src/code_banks/bank_81.asm,2129,STA.B !game_state                            ;819046;0000D2;
stamina,!player_action,src/code_banks/bank_81.asm,2141,LDA.B !player_action                            ;819059;0000D4;
stamina,!player_action,src/code_banks/bank_81.asm,2181,LDA.B !player_action                            ;8190AC;0000D4;
time_day_cycle,!weekday,src/code_banks/bank_81.asm,2216,CODE_8190EB: LDA.L !weekday                        ;8190EB;7F1F1A;
time_day_cycle,!hour,src/code_banks/bank_81.asm,2221,CODE_8190F4: LDA.L !hour                        ;8190F4;7F1F1C;
stamina,!player_action,src/code_banks/bank_81.asm,2276,STA.B !player_action                            ;81916D;0000D4;
stamina,!game_state,src/code_banks/bank_81.asm,2280,AND.B !game_state                            ;819177;0000D2;
stamina,!game_state,src/code_banks/bank_81.asm,2281,STA.B !game_state                            ;819179;0000D2;
time_day_cycle,!hour,src/code_banks/bank_81.asm,2328,CODE_8191DE: LDA.L !hour                        ;8191DE;7F1F1C;
shipping_money,!shipping_moneyL,src/code_banks/bank_81.asm,2337,ADC.L !shipping_moneyL                        ;8191F2;7F1F07;
shipping_money,!shipping_moneyL,src/code_banks/bank_81.asm,2338,STA.L !shipping_moneyL                        ;8191F6;7F1F07;
shipping_money,!shipping_moneyH,src/code_banks/bank_81.asm,2340,LDA.L !shipping_moneyH                        ;8191FC;7F1F09;
shipping_money,!shipping_moneyH,src/code_banks/bank_81.asm,2342,STA.L !shipping_moneyH                        ;819202;7F1F09;
stamina,!player_action,src/code_banks/bank_81.asm,2367,LDA.B !player_action                            ;819238;0000D4;
stamina,!player_action,src/code_banks/bank_81.asm,2407,LDA.B !player_action                            ;81928B;0000D4;
stamina,!player_action,src/code_banks/bank_81.asm,2519,STA.B !player_action                            ;819374;0000D4;
tools_items,!item_on_hand,src/code_banks/bank_81.asm,2566,; Indexes HeldItem_ShippingPriceTable using !item_on_hand * 2 + 1.
time_day_cycle,!hour,src/code_banks/bank_81.asm,2587,+ LDA.L !hour
shipping_money,!shipping_moneyL,src/code_banks/bank_81.asm,2596,ADC.L !shipping_moneyL
shipping_money,!shipping_moneyL,src/code_banks/bank_81.asm,2597,STA.L !shipping_moneyL
shipping_money,!shipping_moneyH,src/code_banks/bank_81.asm,2599,LDA.L !shipping_moneyH
shipping_money,!shipping_moneyH,src/code_banks/bank_81.asm,2601,STA.L !shipping_moneyH
stamina,!game_state,src/code_banks/bank_81.asm,2633,AND.B !game_state
stamina,!game_state,src/code_banks/bank_81.asm,2634,STA.B !game_state
tools_items,!item_on_hand,src/code_banks/bank_81.asm,2636,STZ.W !item_on_hand
stamina,!game_state,src/code_banks/bank_81.asm,2649,AND.B !game_state
stamina,!game_state,src/code_banks/bank_81.asm,2650,STA.B !game_state                              ;Allows walking
tools_items,!item_on_hand,src/code_banks/bank_81.asm,2652,STZ.W !item_on_hand
stamina,!game_state,src/code_banks/bank_81.asm,2665,AND.B !game_state
stamina,!game_state,src/code_banks/bank_81.asm,2666,STA.B !game_state                              ;Allows walking
tools_items,!item_on_hand,src/code_banks/bank_81.asm,2668,STZ.W !item_on_hand
tools_items,!item_on_hand,src/code_banks/bank_81.asm,2675,LDA.W !item_on_hand
tools_items,!item_on_hand,src/code_banks/bank_81.asm,2735,STZ.W !item_on_hand
tools_items,!item_on_hand,src/code_banks/bank_81.asm,2835,LDA.W !item_on_hand                          ;8195F6;00091D;
time_day_cycle,!hour,src/code_banks/bank_81.asm,2838,LDA.L !hour                        ;8195FD;7F1F1C;
tools_items,!item_on_hand,src/code_banks/bank_81.asm,2871,STZ.W !item_on_hand                          ;81964E;00091D;
tools_items,!item_on_hand,src/code_banks/bank_81.asm,2880,STZ.W !item_on_hand                          ;81965F;00091D;
stamina,!game_state,src/code_banks/bank_81.asm,2911,LDA.B !game_state                            ;8196A7;0000D2;
stamina,!game_state,src/code_banks/bank_81.asm,2913,STA.B !game_state                            ;8196AC;0000D2;
tools_items,!item_on_hand,src/code_banks/bank_81.asm,2918,;;;;;;;; PASS07: 24-bit pointer table indexed by !item_on_hand*3. Points to graphics/placement metadata used while carrying/using items.
tools_items,!item_on_hand,src/code_banks/bank_81.asm,2938,;;;;;;;; PASS07: indirect JSR table indexed by !item_on_hand*2. Entries point to held-item behavior routines in bank 81.
tools_items,!item_on_hand,src/code_banks/bank_81.asm,3073,; 2-byte records indexed by !item_on_hand * 2.
tools_items,!item_on_hand,src/code_banks/bank_81.asm,3078,;;;;;;;; PASS07: two-byte table indexed by !item_on_hand*2. Low byte is tile/action value for placement; high byte is shipping value added to !shipping_money.
tools_items,!item_on_hand,src/code_banks/bank_81.asm,3093,; 3-byte records indexed by !item_on_hand * 3.
tools_items,!item_on_hand,src/code_banks/bank_81.asm,3096,;;;;;;;; PASS07: 3-byte records indexed by !item_on_hand*3. Word=text id/dialog pointer; byte=sell value used by AddMoney for some direct-sale cases.
time_day_cycle,!season,src/code_banks/bank_81.asm,3409,LDA.L !season                        ;81A593;7F1F19;
tools_items,!tool_backpack,src/code_banks/bank_81.asm,3998,LDA.W !tool_backpack                          ;81A94E;000923;
