group,entry,target,pass87_owner_scene_or_character,pass87_owner_type,pass87_confidence,pass87_evidence,direct_dialog_count,direct_text_ids,direct_text_labels,text_preview_sample,pass81_entry_alias,group_semantic_name,pass82_owner_domain,pass82_scene_role,pass86_visual_name_confidence,pass86_primary_visual_semantic_names,pseudocode_preview,pass88_precision_tier,pass88_refined_owner_lane,pass88_manual_target_type,pass88_recommended_next_action,pass88_evidence,pass89_final_name_candidate,pass89_candidate_status,pass89_confirmation_level,pass89_manual_confirmation_action,pass89_manual_prototype_key,pass89_final_alias_line
$00,10,$B38D46,ObjectVisualSetup,object_visual_setup,group_semantic_inferred,group/alias:object_visual,0,,,,EventScript_G00_Entry010_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,object_parameter_setup,,,"SetCCObjectParam(param=$019D, value=$01) ; WaitOrSetCCCounter(value=$003C) ; Jump(target=$B38D09)",structural_owner_lane,ObjectAnimalHouseUpgradeDialogHub::object_visual_setup_lane,needs_final_object_or_gobj_name,cross_with_gobj_final_sprite_table,group=$00;role=object_parameter_setup;visual=,ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup_Entry010,structural_lane_final_candidate,medium_low,cross_with_gobj_final_sprite_table,structural::ObjectAnimalHouseUpgradeDialogHub::ObjectParamSetup,$B38D46 => ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup_Entry010
$00,11,$B38D50,ObjectVisualSetup,object_visual_setup,group_semantic_inferred,group/alias:object_visual,0,,,,EventScript_G00_Entry011_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,object_parameter_setup,,,"SetCCObjectParam(param=$019D, value=$00) ; WaitOrSetCCCounter(value=$003C) ; Jump(target=$B38D09)",structural_owner_lane,ObjectAnimalHouseUpgradeDialogHub::object_visual_setup_lane,needs_final_object_or_gobj_name,cross_with_gobj_final_sprite_table,group=$00;role=object_parameter_setup;visual=,ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup_Entry011,structural_lane_final_candidate,medium_low,cross_with_gobj_final_sprite_table,structural::ObjectAnimalHouseUpgradeDialogHub::ObjectParamSetup,$B38D50 => ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup_Entry011
$00,12,$B38D5A,CowLivestockEvent,animal_livestock,domain_inferred,domain:cow_livestock,0,,,,EventScript_G00_Entry012_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,object_parameter_setup,contextual_resolved_no_low_manual_refs,GOBJ_general_livestock_01A4_Frames3_Gfx88 | GOBJ_cow_livestock_003C_Frames3_Gfx88,"SetCCObjectParam(param=$01A4, value=$00) ; WaitOrSetCCCounter(value=$003C) ; SetCCObjectPointer(ptr=$80FC) ; Jump(target=$B38D09)",domain_specific_owner_inferred,CowLivestockEvent,needs_optional_exact_scene_name,verify_against_map_npc_or_sprite_table,owner_type=animal_livestock;domain=animal_livestock_general;visual=contextual_resolved_no_low_manual_refs,CowLivestockEvent_ObjectParamSetup_Entry012,domain_inferred_final_candidate,medium,verify_against_map_npc_sprite_schedule_table,domain::CowLivestockEvent::ObjectParamSetup,$B38D5A => CowLivestockEvent_ObjectParamSetup_Entry012
$00,13,$B38D67,CowLivestockEvent,animal_livestock,domain_inferred,domain:cow_livestock,0,,,,EventScript_G00_Entry013_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,object_parameter_setup,contextual_resolved_no_low_manual_refs,GOBJ_general_livestock_01A8_Frames8_Gfx88 | GOBJ_cow_livestock_003C_Frames3_Gfx88,"SetCCObjectParam(param=$01A8, value=$00) ; WaitOrSetCCCounter(value=$003C) ; SetCCObjectPointer(ptr=$80FC) ; Jump(target=$B38D09)",domain_specific_owner_inferred,CowLivestockEvent,needs_optional_exact_scene_name,verify_against_map_npc_or_sprite_table,owner_type=animal_livestock;domain=animal_livestock_general;visual=contextual_resolved_no_low_manual_refs,CowLivestockEvent_ObjectParamSetup_Entry013,domain_inferred_final_candidate,medium,verify_against_map_npc_sprite_schedule_table,domain::CowLivestockEvent::ObjectParamSetup,$B38D67 => CowLivestockEvent_ObjectParamSetup_Entry013
$00,14,$B38D74,CowLivestockEvent,animal_livestock,domain_inferred,domain:cow_livestock,0,,,,EventScript_G00_Entry014_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,object_parameter_setup,contextual_resolved_no_low_manual_refs,GOBJ_general_livestock_0191_Frames3_Gfx88 | GOBJ_cow_livestock_003C_Frames3_Gfx88,"SetCCObjectParam(param=$0191, value=$01) ; WaitOrSetCCCounter(value=$003C) ; SetCCObjectPointer(ptr=$80FC) ; Jump(target=$B38D09)",domain_specific_owner_inferred,CowLivestockEvent,needs_optional_exact_scene_name,verify_against_map_npc_or_sprite_table,owner_type=animal_livestock;domain=animal_livestock_general;visual=contextual_resolved_no_low_manual_refs,CowLivestockEvent_ObjectParamSetup_Entry014,domain_inferred_final_candidate,medium,verify_against_map_npc_sprite_schedule_table,domain::CowLivestockEvent::ObjectParamSetup,$B38D74 => CowLivestockEvent_ObjectParamSetup_Entry014
$00,15,$B38D81,CowLivestockEvent,animal_livestock,domain_inferred,domain:cow_livestock,0,,,,EventScript_G00_Entry015_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,object_parameter_setup,contextual_resolved_no_low_manual_refs,GOBJ_general_livestock_0191_Frames3_Gfx88 | GOBJ_cow_livestock_003C_Frames3_Gfx88,"SetCCObjectParam(param=$0191, value=$00) ; WaitOrSetCCCounter(value=$003C) ; SetCCObjectPointer(ptr=$80FC) ; Jump(target=$B38D09)",domain_specific_owner_inferred,CowLivestockEvent,needs_optional_exact_scene_name,verify_against_map_npc_or_sprite_table,owner_type=animal_livestock;domain=animal_livestock_general;visual=contextual_resolved_no_low_manual_refs,CowLivestockEvent_ObjectParamSetup_Entry015,domain_inferred_final_candidate,medium,verify_against_map_npc_sprite_schedule_table,domain::CowLivestockEvent::ObjectParamSetup,$B38D81 => CowLivestockEvent_ObjectParamSetup_Entry015
$00,16,$B38D8E,CowLivestockEvent,animal_livestock,domain_inferred,domain:cow_livestock,0,,,,EventScript_G00_Entry016_ObjectAnimalHouseUpgradeDialogHub_ObjectVisualSetup,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,visual_object_setup_or_spawn,contextual_resolved_no_low_manual_refs,SourceLineRef_general_livestock_8138_code_banks_bank_83_code_banks_bank_83 | SourceLineRef_cow_livestock_B38D_code_banks_bank_84_data_banks_bank_B4 | CCVisualPtr_general_livestock_812C,"SetCCObjectVisual(ptr=$812C, bank_or_mode=$00) ; SetCCObjectParam5(a=$01, ptr=$8138, d=$10) ; PlayerPos() ; Jump(target=$B38D97)",domain_specific_owner_inferred,CowLivestockEvent,needs_optional_exact_scene_name,verify_against_map_npc_or_sprite_table,owner_type=animal_livestock;domain=animal_livestock_general;visual=contextual_resolved_no_low_manual_refs,CowLivestockEvent_VisualObjectSetup_Entry016,domain_inferred_final_candidate,medium,verify_against_map_npc_sprite_schedule_table,domain::CowLivestockEvent::VisualObjectSetup,$B38D8E => CowLivestockEvent_VisualObjectSetup_Entry016
$00,17,$B38D9B,CowLivestockEvent,animal_livestock,domain_inferred,domain:cow_livestock,0,,,,EventScript_G00_Entry017_ObjectAnimalHouseUpgradeDialogHub_ObjectVisualSetup,ObjectAnimalHouseUpgradeDialogHub,animal_dog_pet,visual_object_setup_or_spawn,medium_context_source_or_param_evidence,SourceLineRef_dog_pet_8114_data_banks_bank_AD_data_banks_bank_B9 | SourceLineRef_dog_pet_8120_data_banks_bank_86_data_banks_bank_87 | SourceLineRef_cow_livestock_B38D_code_banks_bank_84_data_banks_bank_B4,"SetCCObjectVisual(ptr=$8114, bank_or_mode=$00) ; SetCCObjectParam5(a=$01, ptr=$8120, d=$10) ; Jump(target=$B38DAC) ; SetCCObjectParam5(a=$01, ptr=$8948, d=$10) ; DogRelated() ; Jump(target=$B38DAC)",domain_specific_owner_inferred,CowLivestockEvent,needs_optional_exact_scene_name,verify_against_map_npc_or_sprite_table,owner_type=animal_livestock;domain=animal_dog_pet;visual=medium_context_source_or_param_evidence,CowLivestockEvent_VisualObjectSetup_Entry017,domain_inferred_final_candidate,medium,verify_against_map_npc_sprite_schedule_table,domain::CowLivestockEvent::VisualObjectSetup,$B38D9B => CowLivestockEvent_VisualObjectSetup_Entry017
$00,18,$B38DB0,CowLivestockEvent,animal_livestock,domain_inferred,domain:cow_livestock,0,,,,EventScript_G00_Entry018_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,state_gate_branch_router,medium_context_source_or_param_evidence,SourceLineRef_dog_pet_8114_data_banks_bank_AD_data_banks_bank_B9 | SourceLineRef_general_livestock_B336_code_banks_bank_81_code_banks_bank_84 | SourceLineRef_cow_livestock_B38D_code_banks_bank_84_data_banks_bank_B4,"SetCCObjectParam9(ptr=$8114, mode=$2E) ; EnableTimeFlow() ; JumpIf018F(value=$81, target=$B33610) ; Jump(target=$B38DB8)",domain_specific_owner_inferred,CowLivestockEvent,needs_optional_exact_scene_name,verify_against_map_npc_or_sprite_table,owner_type=animal_livestock;domain=animal_livestock_general;visual=medium_context_source_or_param_evidence,CowLivestockEvent_StateGateRouter_Entry018,domain_inferred_final_candidate,medium,verify_against_map_npc_sprite_schedule_table,domain::CowLivestockEvent::StateGateRouter,$B38DB0 => CowLivestockEvent_StateGateRouter_Entry018
$00,19,$B38DBC,CowLivestockEvent,animal_livestock,domain_inferred,domain:cow_livestock,0,,,,EventScript_G00_Entry019_ObjectAnimalHouseUpgradeDialogHub_ObjectVisualSetup,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,visual_object_setup_or_spawn,medium_context_source_or_param_evidence,SourceLineRef_general_livestock_8768_code_banks_bank_81_code_banks_bank_83 | SourceLineRef_general_livestock_8774_data_banks_bank_AD | SourceLineRef_cow_livestock_B38D_code_banks_bank_84_data_banks_bank_B4,"SetCCObjectVisual(ptr=$8768, bank_or_mode=$00) ; SetCCObjectParam5(a=$01, ptr=$8774, d=$10) ; Jump(target=$B38DCD) ; SetCCObjectParam5(a=$01, ptr=$8780, d=$10) ; PlayerPos() ; Jump(target=$B38DCD)",domain_specific_owner_inferred,CowLivestockEvent,needs_optional_exact_scene_name,verify_against_map_npc_or_sprite_table,owner_type=animal_livestock;domain=animal_livestock_general;visual=medium_context_source_or_param_evidence,CowLivestockEvent_VisualObjectSetup_Entry019,domain_inferred_final_candidate,medium,verify_against_map_npc_sprite_schedule_table,domain::CowLivestockEvent::VisualObjectSetup,$B38DBC => CowLivestockEvent_VisualObjectSetup_Entry019
$00,20,$B38DD1,GeneralLivestockEvent,animal_livestock,domain_inferred,domain:general_livestock,0,,,,EventScript_G00_Entry020_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,object_parameter_setup,contextual_resolved_no_low_manual_refs,CCVisualPtr_general_livestock_812C,"SetCCObjectParam9(ptr=$812C, mode=$2E) ; EnableTimeFlow() ; EventCoreUNK2() ; UnknownOpcode_$81()",domain_specific_owner_inferred,GeneralLivestockEvent,needs_optional_exact_scene_name,verify_against_map_npc_or_sprite_table,owner_type=animal_livestock;domain=animal_livestock_general;visual=contextual_resolved_no_low_manual_refs,GeneralLivestockEvent_ObjectParamSetup_Entry020,domain_inferred_final_candidate,medium,verify_against_map_npc_sprite_schedule_table,domain::GeneralLivestockEvent::ObjectParamSetup,$B38DD1 => GeneralLivestockEvent_ObjectParamSetup_Entry020
$00,21,$B38DE5,CowLivestockEvent,animal_livestock,domain_inferred,domain:cow_livestock,0,,,,EventScript_G00_Entry021_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,visual_object_setup_or_spawn,high_named_catalog_or_runtime_evidence,GOBJ_general_livestock_0048_Frames6_Gfx88 | GOBJ_dog_pet_0058_Frames3_Gfx88 | GOBJ_cow_livestock_0001_Frames5_Gfx88,"SpawnOrMoveCCObject(x=$0048, y=$0058, visual=$87BC, mode=$00) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B38DED)",domain_specific_owner_inferred,CowLivestockEvent,needs_optional_exact_scene_name,verify_against_map_npc_or_sprite_table,owner_type=animal_livestock;domain=animal_livestock_general;visual=high_named_catalog_or_runtime_evidence,CowLivestockEvent_VisualObjectSetup_Entry021,domain_inferred_final_candidate,medium,verify_against_map_npc_sprite_schedule_table,domain::CowLivestockEvent::VisualObjectSetup,$B38DE5 => CowLivestockEvent_VisualObjectSetup_Entry021
$00,22,$B38DF3,ObjectVisualSetup,object_visual_setup,group_semantic_inferred,group/alias:object_visual,0,,,,EventScript_G00_Entry022_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,object_parameter_setup,,,"SetCCObjectParam(param=$0119, value=$00) ; WaitOrSetCCCounter(value=$0020) ; EventCoreUNK1() ; StopOrDisableCCSlot()",structural_owner_lane,ObjectAnimalHouseUpgradeDialogHub::object_visual_setup_lane,needs_final_object_or_gobj_name,cross_with_gobj_final_sprite_table,group=$00;role=object_parameter_setup;visual=,ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup_Entry022,structural_lane_final_candidate,medium_low,cross_with_gobj_final_sprite_table,structural::ObjectAnimalHouseUpgradeDialogHub::ObjectParamSetup,$B38DF3 => ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup_Entry022
$00,23,$B38DFC,CowLivestockEvent,animal_livestock,domain_inferred,domain:cow_livestock,0,,,,EventScript_G00_Entry023_ObjectAnimalHouseUpgradeDialogHub_ObjectVisualSetup,ObjectAnimalHouseUpgradeDialogHub,animal_cow_livestock,visual_object_setup_or_spawn,medium_context_source_or_param_evidence,SourceLineRef_cow_livestock_8900_code_banks_bank_83_data_banks_bank_86 | SourceLineRef_cow_livestock_86CC_code_banks_bank_81_data_banks_bank_B8 | SourceLineRef_cow_livestock_B38E_data_banks_bank_B5,"SetCCObjectVisual(ptr=$8900, bank_or_mode=$00) ; SetCCObjectParam5(a=$01, ptr=$86CC, d=$10) ; CowRelated() ; Jump(target=$B38E05)",domain_specific_owner_inferred,CowLivestockEvent,needs_optional_exact_scene_name,verify_against_map_npc_or_sprite_table,owner_type=animal_livestock;domain=animal_cow_livestock;visual=medium_context_source_or_param_evidence,CowLivestockEvent_VisualObjectSetup_Entry023,domain_inferred_final_candidate,medium,verify_against_map_npc_sprite_schedule_table,domain::CowLivestockEvent::VisualObjectSetup,$B38DFC => CowLivestockEvent_VisualObjectSetup_Entry023
$00,24,$B38E09,CowLivestockEvent,animal_livestock,domain_inferred,domain:cow_livestock,0,,,,EventScript_G00_Entry024_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,visual_object_setup_or_spawn,high_named_catalog_or_runtime_evidence,GOBJ_cow_livestock_0068_Frames7_Gfx88 | GOBJ_dog_pet_0168_Frames5_Gfx88 | GOBJ_cow_livestock_0001_Frames5_Gfx88,"SpawnOrMoveCCObject(x=$0068, y=$0168, visual=$8114, mode=$00) ; SetCCObjectBoxOrAnim(a=$2020, b=$2001, c=$81, d=$10) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B38E18)",domain_specific_owner_inferred,CowLivestockEvent,needs_optional_exact_scene_name,verify_against_map_npc_or_sprite_table,owner_type=animal_livestock;domain=animal_livestock_general;visual=high_named_catalog_or_runtime_evidence,CowLivestockEvent_VisualObjectSetup_Entry024,domain_inferred_final_candidate,medium,verify_against_map_npc_sprite_schedule_table,domain::CowLivestockEvent::VisualObjectSetup,$B38E09 => CowLivestockEvent_VisualObjectSetup_Entry024
