group,entry,target,pass81_entry_alias,alias_tier,confidence,group_semantic_name,group_category,first_opcode,first_name,classes,commands,stop_reason,reason,pseudocode_preview
$00,10,$B38D46,EventScript_G00_Entry010_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,group_semantic_structural,medium_high_structural,ObjectAnimalHouseUpgradeDialogHub,dialog_anchor,$1B,SetCCObjectParam,script_control:2 cc_state_object:1,3,next_entry_boundary,Derived from Pass80 group semantic name plus first_cmd.,"SetCCObjectParam(param=$019D, value=$01) ; WaitOrSetCCCounter(value=$003C) ; Jump(target=$B38D09)"
$00,11,$B38D50,EventScript_G00_Entry011_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,group_semantic_structural,medium_high_structural,ObjectAnimalHouseUpgradeDialogHub,dialog_anchor,$1B,SetCCObjectParam,script_control:2 cc_state_object:1,3,next_entry_boundary,Derived from Pass80 group semantic name plus first_cmd.,"SetCCObjectParam(param=$019D, value=$00) ; WaitOrSetCCCounter(value=$003C) ; Jump(target=$B38D09)"
$00,12,$B38D5A,EventScript_G00_Entry012_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,group_semantic_structural,medium_high_structural,ObjectAnimalHouseUpgradeDialogHub,dialog_anchor,$1B,SetCCObjectParam,cc_state_object:2 script_control:2,4,next_entry_boundary,Derived from Pass80 group semantic name plus first_cmd.,"SetCCObjectParam(param=$01A4, value=$00) ; WaitOrSetCCCounter(value=$003C) ; SetCCObjectPointer(ptr=$80FC) ; Jump(target=$B38D09)"
$00,13,$B38D67,EventScript_G00_Entry013_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,group_semantic_structural,medium_high_structural,ObjectAnimalHouseUpgradeDialogHub,dialog_anchor,$1B,SetCCObjectParam,cc_state_object:2 script_control:2,4,next_entry_boundary,Derived from Pass80 group semantic name plus first_cmd.,"SetCCObjectParam(param=$01A8, value=$00) ; WaitOrSetCCCounter(value=$003C) ; SetCCObjectPointer(ptr=$80FC) ; Jump(target=$B38D09)"
$00,14,$B38D74,EventScript_G00_Entry014_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,group_semantic_structural,medium_high_structural,ObjectAnimalHouseUpgradeDialogHub,dialog_anchor,$1B,SetCCObjectParam,cc_state_object:2 script_control:2,4,next_entry_boundary,Derived from Pass80 group semantic name plus first_cmd.,"SetCCObjectParam(param=$0191, value=$01) ; WaitOrSetCCCounter(value=$003C) ; SetCCObjectPointer(ptr=$80FC) ; Jump(target=$B38D09)"
$00,15,$B38D81,EventScript_G00_Entry015_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,group_semantic_structural,medium_high_structural,ObjectAnimalHouseUpgradeDialogHub,dialog_anchor,$1B,SetCCObjectParam,cc_state_object:2 script_control:2,4,next_entry_boundary,Derived from Pass80 group semantic name plus first_cmd.,"SetCCObjectParam(param=$0191, value=$00) ; WaitOrSetCCCounter(value=$003C) ; SetCCObjectPointer(ptr=$80FC) ; Jump(target=$B38D09)"
$00,16,$B38D8E,EventScript_G00_Entry016_ObjectAnimalHouseUpgradeDialogHub_ObjectVisualSetup,group_semantic_structural,medium_high_structural,ObjectAnimalHouseUpgradeDialogHub,dialog_anchor,$2B,SetCCObjectVisual,cc_state_object:2 player_camera_motion:1 script_control:1,4,next_entry_boundary,Derived from Pass80 group semantic name plus first_cmd.,"SetCCObjectVisual(ptr=$812C, bank_or_mode=$00) ; SetCCObjectParam5(a=$01, ptr=$8138, d=$10) ; PlayerPos() ; Jump(target=$B38D97)"
$00,17,$B38D9B,EventScript_G00_Entry017_ObjectAnimalHouseUpgradeDialogHub_ObjectVisualSetup,group_semantic_structural,medium_high_structural,ObjectAnimalHouseUpgradeDialogHub,dialog_anchor,$2B,SetCCObjectVisual,cc_state_object:3 script_control:2 animals:1,6,next_entry_boundary,Derived from Pass80 group semantic name plus first_cmd.,"SetCCObjectVisual(ptr=$8114, bank_or_mode=$00) ; SetCCObjectParam5(a=$01, ptr=$8120, d=$10) ; Jump(target=$B38DAC) ; SetCCObjectParam5(a=$01, ptr=$8948, d=$10) ; DogRelated() ; Jump(target=$B38DAC)"
$00,18,$B38DB0,EventScript_G00_Entry018_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,group_semantic_structural,medium_high_structural,ObjectAnimalHouseUpgradeDialogHub,dialog_anchor,$49,SetCCObjectParam9,script_control:2 cc_state_object:1 time_rng_palette:1,4,next_entry_boundary,Derived from Pass80 group semantic name plus first_cmd.,"SetCCObjectParam9(ptr=$8114, mode=$2E) ; EnableTimeFlow() ; JumpIf018F(value=$81, target=$B33610) ; Jump(target=$B38DB8)"
$00,19,$B38DBC,EventScript_G00_Entry019_ObjectAnimalHouseUpgradeDialogHub_ObjectVisualSetup,group_semantic_structural,medium_high_structural,ObjectAnimalHouseUpgradeDialogHub,dialog_anchor,$2B,SetCCObjectVisual,cc_state_object:3 script_control:2 player_camera_motion:1,6,next_entry_boundary,Derived from Pass80 group semantic name plus first_cmd.,"SetCCObjectVisual(ptr=$8768, bank_or_mode=$00) ; SetCCObjectParam5(a=$01, ptr=$8774, d=$10) ; Jump(target=$B38DCD) ; SetCCObjectParam5(a=$01, ptr=$8780, d=$10) ; PlayerPos() ; Jump(target=$B38DCD)"
$00,20,$B38DD1,EventScript_G00_Entry020_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,group_semantic_structural,medium_high_structural,ObjectAnimalHouseUpgradeDialogHub,dialog_anchor,$49,SetCCObjectParam9,cc_state_object:1 time_rng_palette:1 special_unknown:1 unknown:1,4,unknown_opcode_$81,Derived from Pass80 group semantic name plus first_cmd.,"SetCCObjectParam9(ptr=$812C, mode=$2E) ; EnableTimeFlow() ; EventCoreUNK2() ; UnknownOpcode_$81()"
$00,21,$B38DE5,EventScript_G00_Entry021_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,group_semantic_structural,medium_high_structural,ObjectAnimalHouseUpgradeDialogHub,dialog_anchor,$1A,SpawnOrMoveCCObject,script_control:2 cc_state_object:1,3,next_entry_boundary,Derived from Pass80 group semantic name plus class_priority.,"SpawnOrMoveCCObject(x=$0048, y=$0058, visual=$87BC, mode=$00) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B38DED)"
$00,22,$B38DF3,EventScript_G00_Entry022_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,group_semantic_structural,medium_high_structural,ObjectAnimalHouseUpgradeDialogHub,dialog_anchor,$1B,SetCCObjectParam,script_control:2 cc_state_object:1 special_unknown:1,4,stop_or_wait_opcode_$10,Derived from Pass80 group semantic name plus first_cmd.,"SetCCObjectParam(param=$0119, value=$00) ; WaitOrSetCCCounter(value=$0020) ; EventCoreUNK1() ; StopOrDisableCCSlot()"
$00,23,$B38DFC,EventScript_G00_Entry023_ObjectAnimalHouseUpgradeDialogHub_ObjectVisualSetup,group_semantic_structural,medium_high_structural,ObjectAnimalHouseUpgradeDialogHub,dialog_anchor,$2B,SetCCObjectVisual,cc_state_object:2 animals:1 script_control:1,4,next_entry_boundary,Derived from Pass80 group semantic name plus first_cmd.,"SetCCObjectVisual(ptr=$8900, bank_or_mode=$00) ; SetCCObjectParam5(a=$01, ptr=$86CC, d=$10) ; CowRelated() ; Jump(target=$B38E05)"
$00,24,$B38E09,EventScript_G00_Entry024_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,group_semantic_structural,medium_high_structural,ObjectAnimalHouseUpgradeDialogHub,dialog_anchor,$1A,SpawnOrMoveCCObject,cc_state_object:2 script_control:2,4,next_entry_boundary,Derived from Pass80 group semantic name plus class_priority.,"SpawnOrMoveCCObject(x=$0068, y=$0168, visual=$8114, mode=$00) ; SetCCObjectBoxOrAnim(a=$2020, b=$2001, c=$81, d=$10) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B38E18)"
$00,25,$B38E1E,EventScript_G00_Entry025_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,group_semantic_structural,medium_high_structural,ObjectAnimalHouseUpgradeDialogHub,dialog_anchor,$1A,SpawnOrMoveCCObject,cc_state_object:2 script_control:2,4,next_entry_boundary,Derived from Pass80 group semantic name plus class_priority.,"SpawnOrMoveCCObject(x=$00F8, y=$01D8, visual=$812C, mode=$00) ; SetCCObjectBoxOrAnim(a=$2020, b=$3801, c=$81, d=$10) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B38E2D)"
$00,26,$B38E33,EventScript_G00_Entry026_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,group_semantic_structural,medium_high_structural,ObjectAnimalHouseUpgradeDialogHub,dialog_anchor,$1A,SpawnOrMoveCCObject,cc_state_object:2 script_control:2,4,next_entry_boundary,Derived from Pass80 group semantic name plus class_priority.,"SpawnOrMoveCCObject(x=$0108, y=$0168, visual=$80FC, mode=$00) ; SetCCObjectBoxOrAnim(a=$2020, b=$0801, c=$81, d=$10) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B38E42)"
$00,27,$B38E48,EventScript_G00_Entry027_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,group_semantic_structural,medium_high_structural,ObjectAnimalHouseUpgradeDialogHub,dialog_anchor,$1A,SpawnOrMoveCCObject,cc_state_object:2 script_control:2,4,next_entry_boundary,Derived from Pass80 group semantic name plus class_priority.,"SpawnOrMoveCCObject(x=$01E8, y=$0188, visual=$86A8, mode=$00) ; SetCCObjectBoxOrAnim(a=$2020, b=$B401, c=$86, d=$10) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B38E57)"
$00,28,$B38E5D,EventScript_G00_Entry028_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,group_semantic_structural,medium_high_structural,ObjectAnimalHouseUpgradeDialogHub,dialog_anchor,$1A,SpawnOrMoveCCObject,cc_state_object:2 script_control:2,4,next_entry_boundary,Derived from Pass80 group semantic name plus class_priority.,"SpawnOrMoveCCObject(x=$00B8, y=$01B8, visual=$86C0, mode=$00) ; SetCCObjectBoxOrAnim(a=$2020, b=$CC01, c=$86, d=$10) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B38E6C)"
$00,29,$B38E72,EventScript_G00_Entry029_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,group_semantic_structural,medium_high_structural,ObjectAnimalHouseUpgradeDialogHub,dialog_anchor,$1A,SpawnOrMoveCCObject,script_control:2 cc_state_object:1,3,next_entry_boundary,Derived from Pass80 group semantic name plus class_priority.,"SpawnOrMoveCCObject(x=$0088, y=$0168, visual=$8318, mode=$01) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B38E7A)"
$00,30,$B38E80,EventScript_G00_Entry030_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,group_semantic_structural,medium_high_structural,ObjectAnimalHouseUpgradeDialogHub,dialog_anchor,$1B,SetCCObjectParam,cc_state_object:4 special_unknown:1 script_control:1,6,stop_or_wait_opcode_$10,Derived from Pass80 group semantic name plus first_cmd.,"SetCCObjectParam(param=$0297, value=$00) ; SetCCVelocityOrDelta(a=$00, b=$01, c=$40, d=$01) ; SetCCObjectParam(param=$029B, value=$00) ; SetCCVelocityOrDelta(a=$FF, b=$00, c=$80, d=$01) ; EventCoreUNK1() ; StopOrDisableCCSlot()"
$00,31,$B38E94,EventScript_G00_Entry031_ObjectAnimalHouseUpgradeDialogHub_ObjectVisualSetup,group_semantic_structural,medium_high_structural,ObjectAnimalHouseUpgradeDialogHub,dialog_anchor,$2B,SetCCObjectVisual,cc_state_object:1 special_unknown:1 script_control:1,3,next_entry_boundary,Derived from Pass80 group semantic name plus first_cmd.,"SetCCObjectVisual(ptr=$8720, bank_or_mode=$00) ; EventCoreUNK3() ; Jump(target=$B38E98)"
$00,32,$B38E9C,EventScript_G00_Entry032_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,group_semantic_structural,medium_high_structural,ObjectAnimalHouseUpgradeDialogHub,dialog_anchor,$1A,SpawnOrMoveCCObject,script_control:2 cc_state_object:1,3,next_entry_boundary,Derived from Pass80 group semantic name plus class_priority.,"SpawnOrMoveCCObject(x=$0078, y=$01C8, visual=$836C, mode=$03) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B38EA4)"
$00,33,$B38EAA,EventScript_G00_Entry033_ObjectAnimalHouseUpgradeDialogHub_StateGate,group_semantic_structural,medium_high_structural,ObjectAnimalHouseUpgradeDialogHub,dialog_anchor,$13,WaitOrSetCCCounter,script_control:3 cc_state_object:3 conditional:1,7,next_entry_boundary,Derived from Pass80 group semantic name plus class_priority.,"WaitOrSetCCCounter(value=$0001) ; JumpIfEqualsValue(mem=$8000D4, value=$0005, target=$B38EAA) ; SpawnOrMoveCCObject(x=$FFE0, y=$01D8, visual=$8378, mode=$02) ; SetCCVelocityOrDelta(a=$01, b=$00, c=$40, d=$01) ; SetCCObjectParam(param=$02AF, value=$01) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B38EC6)"
$00,34,$B38ECC,EventScript_G00_Entry034_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,group_semantic_structural,medium_high_structural,ObjectAnimalHouseUpgradeDialogHub,dialog_anchor,$1B,SetCCObjectParam,cc_state_object:4 special_unknown:1 script_control:1,6,stop_or_wait_opcode_$10,Derived from Pass80 group semantic name plus first_cmd.,"SetCCObjectParam(param=$01A7, value=$00) ; SetCCVelocityOrDelta(a=$00, b=$FF, c=$20, d=$01) ; SetCCObjectParam(param=$018B, value=$00) ; SetCCVelocityOrDelta(a=$FF, b=$00, c=$60, d=$01) ; EventCoreUNK1() ; StopOrDisableCCSlot()"
$00,35,$B38EE0,EventScript_G00_Entry035_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,group_semantic_structural,medium_high_structural,ObjectAnimalHouseUpgradeDialogHub,dialog_anchor,$1A,SpawnOrMoveCCObject,cc_state_object:2 special_unknown:1 script_control:1,4,stop_or_wait_opcode_$10,Derived from Pass80 group semantic name plus class_priority.,"SpawnOrMoveCCObject(x=$0020, y=$01D8, visual=$8378, mode=$03) ; SetCCVelocityOrDelta(a=$FF, b=$00, c=$40, d=$01) ; EventCoreUNK1() ; StopOrDisableCCSlot()"
$00,36,$B38EEF,EventScript_G00_Entry036_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,group_semantic_structural,medium_high_structural,ObjectAnimalHouseUpgradeDialogHub,dialog_anchor,$1B,SetCCObjectParam,cc_state_object:4 special_unknown:1 script_control:1,6,stop_or_wait_opcode_$10,Derived from Pass80 group semantic name plus first_cmd.,"SetCCObjectParam(param=$0213, value=$00) ; SetCCVelocityOrDelta(a=$00, b=$FF, c=$20, d=$01) ; SetCCObjectParam(param=$0214, value=$00) ; SetCCVelocityOrDelta(a=$FF, b=$00, c=$60, d=$01) ; EventCoreUNK1() ; StopOrDisableCCSlot()"
$00,37,$B38F03,EventScript_G00_Entry037_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,group_semantic_structural,medium_high_structural,ObjectAnimalHouseUpgradeDialogHub,dialog_anchor,$1A,SpawnOrMoveCCObject,script_control:2 cc_state_object:1,3,next_entry_boundary,Derived from Pass80 group semantic name plus class_priority.,"SpawnOrMoveCCObject(x=$00D8, y=$0148, visual=$86C0, mode=$00) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B38F0B)"
$00,38,$B38F11,EventScript_G00_Entry038_ObjectAnimalHouseUpgradeDialogHub_StateGate,group_semantic_structural,medium_high_structural,ObjectAnimalHouseUpgradeDialogHub,dialog_anchor,$13,WaitOrSetCCCounter,script_control:3 cc_state_object:3 conditional:1 flags_values:1,8,next_entry_boundary,Derived from Pass80 group semantic name plus class_priority.,"WaitOrSetCCCounter(value=$0001) ; JumpIfEqualsValue(mem=$8000D4, value=$0005, target=$B38F11) ; SpawnOrMoveCCObject(x=$FFE0, y=$01D8, visual=$82A0, mode=$02) ; SetCCVelocityOrDelta(a=$01, b=$00, c=$40, d=$01) ; SetCCObjectParam(param=$0274, value=$01) ; SetFlag(mem=$7F1F5A, bit=$0B) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B38F32)"
$00,39,$B38F38,EventScript_G00_Entry039_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,group_semantic_structural,medium_high_structural,ObjectAnimalHouseUpgradeDialogHub,dialog_anchor,$1B,SetCCObjectParam,cc_state_object:2 special_unknown:1 script_control:1,4,stop_or_wait_opcode_$10,Derived from Pass80 group semantic name plus first_cmd.,"SetCCObjectParam(param=$0275, value=$00) ; SetCCVelocityOrDelta(a=$FF, b=$00, c=$40, d=$01) ; EventCoreUNK1() ; StopOrDisableCCSlot()"
$00,40,$B38F43,EventScript_G00_Entry040_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,group_semantic_structural,medium_high_structural,ObjectAnimalHouseUpgradeDialogHub,dialog_anchor,$1B,SetCCObjectParam,cc_state_object:2 script_control:2,4,next_entry_boundary,Derived from Pass80 group semantic name plus first_cmd.,"SetCCObjectParam(param=$0206, value=$00) ; WaitOrSetCCCounter(value=$003C) ; SetCCObjectPointer(ptr=$812C) ; Jump(target=$B38DD4)"
$00,41,$B38F50,EventScript_G00_Entry041_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,group_semantic_structural,medium_high_structural,ObjectAnimalHouseUpgradeDialogHub,dialog_anchor,$1B,SetCCObjectParam,cc_state_object:2 script_control:2,4,next_entry_boundary,Derived from Pass80 group semantic name plus first_cmd.,"SetCCObjectParam(param=$0207, value=$00) ; WaitOrSetCCCounter(value=$003C) ; SetCCObjectPointer(ptr=$812C) ; Jump(target=$B38DD4)"
$00,42,$B38F5D,EventScript_G00_Entry042_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,group_semantic_structural,medium_high_structural,ObjectAnimalHouseUpgradeDialogHub,dialog_anchor,$1B,SetCCObjectParam,cc_state_object:2 script_control:2,4,next_entry_boundary,Derived from Pass80 group semantic name plus first_cmd.,"SetCCObjectParam(param=$0208, value=$01) ; WaitOrSetCCCounter(value=$003C) ; SetCCObjectPointer(ptr=$812C) ; Jump(target=$B38DD4)"
$00,43,$B38F6A,EventScript_G00_Entry043_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,group_semantic_structural,medium_high_structural,ObjectAnimalHouseUpgradeDialogHub,dialog_anchor,$1B,SetCCObjectParam,cc_state_object:2 script_control:2,4,next_entry_boundary,Derived from Pass80 group semantic name plus first_cmd.,"SetCCObjectParam(param=$0208, value=$00) ; WaitOrSetCCCounter(value=$003C) ; SetCCObjectPointer(ptr=$812C) ; Jump(target=$B38DD4)"
$00,44,$B38F77,EventScript_G00_Entry044_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,group_semantic_structural,medium_high_structural,ObjectAnimalHouseUpgradeDialogHub,dialog_anchor,$1A,SpawnOrMoveCCObject,script_control:2 cc_state_object:1,3,next_entry_boundary,Derived from Pass80 group semantic name plus class_priority.,"SpawnOrMoveCCObject(x=$0088, y=$0168, visual=$8240, mode=$01) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B38F7F)"
$00,45,$B38F85,EventScript_G00_Entry045_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,group_semantic_structural,medium_high_structural,ObjectAnimalHouseUpgradeDialogHub,dialog_anchor,$1B,SetCCObjectParam,cc_state_object:4 special_unknown:1 script_control:1,6,stop_or_wait_opcode_$10,Derived from Pass80 group semantic name plus first_cmd.,"SetCCObjectParam(param=$025B, value=$00) ; SetCCVelocityOrDelta(a=$00, b=$01, c=$40, d=$01) ; SetCCObjectParam(param=$025F, value=$00) ; SetCCVelocityOrDelta(a=$FF, b=$00, c=$80, d=$01) ; EventCoreUNK1() ; StopOrDisableCCSlot()"
$00,46,$B38F99,EventScript_G00_Entry046_ObjectAnimalHouseUpgradeDialogHub_ScriptFlow,group_semantic_structural,medium_high_structural,ObjectAnimalHouseUpgradeDialogHub,dialog_anchor,$09,StartNestedScriptSlot,script_control:3,3,stop_or_wait_opcode_$10,Derived from Pass80 group semantic name plus class_priority.,"StartNestedScriptSlot(slot=$09, target=$B39313) ; StartNestedScriptSlot(slot=$0A, target=$B3933D) ; StopOrDisableCCSlot()"
$00,47,$B38FA2,EventScript_G00_Entry047_ObjectAnimalHouseUpgradeDialogHub_ObjectVisualSetup,group_semantic_structural,medium_high_structural,ObjectAnimalHouseUpgradeDialogHub,dialog_anchor,$2B,SetCCObjectVisual,cc_state_object:2 animals:1 script_control:1,4,next_entry_boundary,Derived from Pass80 group semantic name plus first_cmd.,"SetCCObjectVisual(ptr=$88AC, bank_or_mode=$00) ; SetCCObjectParam5(a=$01, ptr=$86B4, d=$10) ; CowRelated() ; Jump(target=$B38FAB)"
$00,48,$B38FAF,EventScript_G00_Entry048_ObjectAnimalHouseUpgradeDialogHub_ObjectVisualSetup,group_semantic_structural,medium_high_structural,ObjectAnimalHouseUpgradeDialogHub,dialog_anchor,$2B,SetCCObjectVisual,cc_state_object:3 script_control:2 special_unknown:1,6,next_entry_boundary,Derived from Pass80 group semantic name plus first_cmd.,"SetCCObjectVisual(ptr=$8504, bank_or_mode=$00) ; SetCCObjectParam(param=$0321, value=$00) ; WaitOrSetCCCounter(value=$0040) ; SetCCObjectParam5(a=$01, ptr=$8504, d=$10) ; PickupMole() ; Jump(target=$B38FBF)"
$00,49,$B38FC3,EventScript_G00_Entry049_ObjectAnimalHouseUpgradeDialogHub_ObjectVisualSetup,group_semantic_structural,medium_high_structural,ObjectAnimalHouseUpgradeDialogHub,dialog_anchor,$2B,SetCCObjectVisual,cc_state_object:2 special_unknown:1 script_control:1,4,next_entry_boundary,Derived from Pass80 group semantic name plus first_cmd.,"SetCCObjectVisual(ptr=$8504, bank_or_mode=$00) ; SetCCObjectParam5(a=$01, ptr=$8504, d=$10) ; PickupMole() ; Jump(target=$B38FCC)"
$00,50,$B38FD0,EventScript_G00_Entry050_ObjectAnimalHouseUpgradeDialogHub_ObjectVisualSetup,group_semantic_structural,medium_high_structural,ObjectAnimalHouseUpgradeDialogHub,dialog_anchor,$2B,SetCCObjectVisual,cc_state_object:2 special_unknown:1 script_control:1,4,stop_or_wait_opcode_$10,Derived from Pass80 group semantic name plus first_cmd.,"SetCCObjectVisual(ptr=$84F8, bank_or_mode=$02) ; SetCCVelocityOrDelta(a=$01, b=$00, c=$40, d=$02) ; EventCoreUNK1() ; StopOrDisableCCSlot()"
