group,entry,target,residual_addr,hard_group_end,pass73_category,pass74_category,reason,residual_byte,cmd_index,first_bytes_at_residual
$03,14,$B3C507,$B3C50C,$B3C507,short_script_then_inline_residual_payload,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$C6,1,$C6 $10 $C8 $2A $C9 $98 $CA $60 $CB $A5 $CB $71 ...
$03,15,$B3C507,$B3C50C,$B3C507,short_script_then_inline_residual_payload,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$C6,1,$C6 $10 $C8 $2A $C9 $98 $CA $60 $CB $A5 $CB $71 ...
$04,8,$B3CC71,$B3CC71,$B3CC71,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$91,0,$91 $CC $47 $D4 $47 $D4 $47 $D4 $47 $D4 $47 $D4 ...
$04,9,$B3CC71,$B3CC71,$B3CC71,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$91,0,$91 $CC $47 $D4 $47 $D4 $47 $D4 $47 $D4 $47 $D4 ...
$04,10,$B3CC71,$B3CC71,$B3CC71,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$91,0,$91 $CC $47 $D4 $47 $D4 $47 $D4 $47 $D4 $47 $D4 ...
$04,11,$B3CC71,$B3CC71,$B3CC71,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$91,0,$91 $CC $47 $D4 $47 $D4 $47 $D4 $47 $D4 $47 $D4 ...
$04,12,$B3CC71,$B3CC71,$B3CC71,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$91,0,$91 $CC $47 $D4 $47 $D4 $47 $D4 $47 $D4 $47 $D4 ...
$04,13,$B3CC71,$B3CC71,$B3CC71,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$91,0,$91 $CC $47 $D4 $47 $D4 $47 $D4 $47 $D4 $47 $D4 ...
$04,14,$B3CC71,$B3CC71,$B3CC71,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$91,0,$91 $CC $47 $D4 $47 $D4 $47 $D4 $47 $D4 $47 $D4 ...
$04,15,$B3CC71,$B3CC71,$B3CC71,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$91,0,$91 $CC $47 $D4 $47 $D4 $47 $D4 $47 $D4 $47 $D4 ...
$05,1,$B3D447,$B3D447,$B3D447,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$67,0,$67 $D4 $9D $D5 $E3 $D5 $CF $D6 $C9 $D7 $0E $D9 ...
$05,2,$B3D447,$B3D447,$B3D447,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$67,0,$67 $D4 $9D $D5 $E3 $D5 $CF $D6 $C9 $D7 $0E $D9 ...
$05,3,$B3D447,$B3D447,$B3D447,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$67,0,$67 $D4 $9D $D5 $E3 $D5 $CF $D6 $C9 $D7 $0E $D9 ...
$05,4,$B3D447,$B3D447,$B3D447,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$67,0,$67 $D4 $9D $D5 $E3 $D5 $CF $D6 $C9 $D7 $0E $D9 ...
$05,5,$B3D447,$B3D447,$B3D447,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$67,0,$67 $D4 $9D $D5 $E3 $D5 $CF $D6 $C9 $D7 $0E $D9 ...
$05,6,$B3D447,$B3D447,$B3D447,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$67,0,$67 $D4 $9D $D5 $E3 $D5 $CF $D6 $C9 $D7 $0E $D9 ...
$05,7,$B3D447,$B3D447,$B3D447,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$67,0,$67 $D4 $9D $D5 $E3 $D5 $CF $D6 $C9 $D7 $0E $D9 ...
$05,8,$B3D447,$B3D447,$B3D447,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$67,0,$67 $D4 $9D $D5 $E3 $D5 $CF $D6 $C9 $D7 $0E $D9 ...
$05,9,$B3D447,$B3D447,$B3D447,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$67,0,$67 $D4 $9D $D5 $E3 $D5 $CF $D6 $C9 $D7 $0E $D9 ...
$05,10,$B3D447,$B3D447,$B3D447,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$67,0,$67 $D4 $9D $D5 $E3 $D5 $CF $D6 $C9 $D7 $0E $D9 ...
$05,11,$B3D447,$B3D447,$B3D447,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$67,0,$67 $D4 $9D $D5 $E3 $D5 $CF $D6 $C9 $D7 $0E $D9 ...
$05,12,$B3D447,$B3D447,$B3D447,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$67,0,$67 $D4 $9D $D5 $E3 $D5 $CF $D6 $C9 $D7 $0E $D9 ...
$05,13,$B3D447,$B3D447,$B3D447,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$67,0,$67 $D4 $9D $D5 $E3 $D5 $CF $D6 $C9 $D7 $0E $D9 ...
$05,14,$B3D447,$B3D447,$B3D447,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$67,0,$67 $D4 $9D $D5 $E3 $D5 $CF $D6 $C9 $D7 $0E $D9 ...
$05,15,$B3D447,$B3D447,$B3D447,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$67,0,$67 $D4 $9D $D5 $E3 $D5 $CF $D6 $C9 $D7 $0E $D9 ...
$06,7,$B3D9F7,$B3D9F9,$B3D9F7,short_script_then_inline_residual_payload,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$72,1,$72 $DB $D5 $DB $D1 $DC $C7 $DD $0F $DF $CE $DF ...
$06,8,$B3D9F7,$B3D9F9,$B3D9F7,short_script_then_inline_residual_payload,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$72,1,$72 $DB $D5 $DB $D1 $DC $C7 $DD $0F $DF $CE $DF ...
$06,9,$B3D9F7,$B3D9F9,$B3D9F7,short_script_then_inline_residual_payload,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$72,1,$72 $DB $D5 $DB $D1 $DC $C7 $DD $0F $DF $CE $DF ...
$06,10,$B3D9F7,$B3D9F9,$B3D9F7,short_script_then_inline_residual_payload,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$72,1,$72 $DB $D5 $DB $D1 $DC $C7 $DD $0F $DF $CE $DF ...
$06,11,$B3D9F7,$B3D9F9,$B3D9F7,short_script_then_inline_residual_payload,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$72,1,$72 $DB $D5 $DB $D1 $DC $C7 $DD $0F $DF $CE $DF ...
$06,12,$B3D9F7,$B3D9F9,$B3D9F7,short_script_then_inline_residual_payload,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$72,1,$72 $DB $D5 $DB $D1 $DC $C7 $DD $0F $DF $CE $DF ...
$06,13,$B3D9F7,$B3D9F9,$B3D9F7,short_script_then_inline_residual_payload,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$72,1,$72 $DB $D5 $DB $D1 $DC $C7 $DD $0F $DF $CE $DF ...
$06,14,$B3D9F7,$B3D9F9,$B3D9F7,short_script_then_inline_residual_payload,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$72,1,$72 $DB $D5 $DB $D1 $DC $C7 $DD $0F $DF $CE $DF ...
$06,15,$B3D9F7,$B3D9F9,$B3D9F7,short_script_then_inline_residual_payload,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$72,1,$72 $DB $D5 $DB $D1 $DC $C7 $DD $0F $DF $CE $DF ...
$07,8,$B3E0BF,$B3E0BF,$B3E0BF,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$DF,0,$DF $E0 $C9 $E1 $32 $E2 $1F $E3 $13 $E4 $ED $E4 ...
$07,9,$B3E0BF,$B3E0BF,$B3E0BF,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$DF,0,$DF $E0 $C9 $E1 $32 $E2 $1F $E3 $13 $E4 $ED $E4 ...
$07,10,$B3E0BF,$B3E0BF,$B3E0BF,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$DF,0,$DF $E0 $C9 $E1 $32 $E2 $1F $E3 $13 $E4 $ED $E4 ...
$07,11,$B3E0BF,$B3E0BF,$B3E0BF,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$DF,0,$DF $E0 $C9 $E1 $32 $E2 $1F $E3 $13 $E4 $ED $E4 ...
$07,12,$B3E0BF,$B3E0BF,$B3E0BF,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$DF,0,$DF $E0 $C9 $E1 $32 $E2 $1F $E3 $13 $E4 $ED $E4 ...
$07,13,$B3E0BF,$B3E0BF,$B3E0BF,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$DF,0,$DF $E0 $C9 $E1 $32 $E2 $1F $E3 $13 $E4 $ED $E4 ...
$07,14,$B3E0BF,$B3E0BF,$B3E0BF,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$DF,0,$DF $E0 $C9 $E1 $32 $E2 $1F $E3 $13 $E4 $ED $E4 ...
$07,15,$B3E0BF,$B3E0BF,$B3E0BF,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$DF,0,$DF $E0 $C9 $E1 $32 $E2 $1F $E3 $13 $E4 $ED $E4 ...
$08,8,$B3E603,$B3E608,$B3E603,short_script_then_inline_residual_payload,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$E8,1,$E8 $3B $E8 $3B $E8 $3B $E8 $3B $E8 $3B $E8 $3B ...
$08,9,$B3E603,$B3E608,$B3E603,short_script_then_inline_residual_payload,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$E8,1,$E8 $3B $E8 $3B $E8 $3B $E8 $3B $E8 $3B $E8 $3B ...
$08,10,$B3E603,$B3E608,$B3E603,short_script_then_inline_residual_payload,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$E8,1,$E8 $3B $E8 $3B $E8 $3B $E8 $3B $E8 $3B $E8 $3B ...
$08,11,$B3E603,$B3E608,$B3E603,short_script_then_inline_residual_payload,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$E8,1,$E8 $3B $E8 $3B $E8 $3B $E8 $3B $E8 $3B $E8 $3B ...
$08,12,$B3E603,$B3E608,$B3E603,short_script_then_inline_residual_payload,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$E8,1,$E8 $3B $E8 $3B $E8 $3B $E8 $3B $E8 $3B $E8 $3B ...
$08,13,$B3E603,$B3E608,$B3E603,short_script_then_inline_residual_payload,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$E8,1,$E8 $3B $E8 $3B $E8 $3B $E8 $3B $E8 $3B $E8 $3B ...
$08,14,$B3E603,$B3E608,$B3E603,short_script_then_inline_residual_payload,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$E8,1,$E8 $3B $E8 $3B $E8 $3B $E8 $3B $E8 $3B $E8 $3B ...
$08,15,$B3E603,$B3E608,$B3E603,short_script_then_inline_residual_payload,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$E8,1,$E8 $3B $E8 $3B $E8 $3B $E8 $3B $E8 $3B $E8 $3B ...
$09,0,$B3E623,$B3E6D2,$B3E83B,long_script_then_inline_residual_payload,true_in_group_inline_residual_needs_manual_trace,residual is still inside the hard owning group range; needs manual event/content analysis,$5C,60,$5C $1F $7F $02 $10 $1A $D8 $FF $78 $00 $50 $84 ...
$09,1,$B3E83B,$B3E83B,$B3E83B,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$5B,0,$5B $E8 $9A $E8 $C8 $E8 $0B $E9 $82 $E9 $AE $E9 ...
$09,2,$B3E83B,$B3E83B,$B3E83B,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$5B,0,$5B $E8 $9A $E8 $C8 $E8 $0B $E9 $82 $E9 $AE $E9 ...
$09,3,$B3E83B,$B3E83B,$B3E83B,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$5B,0,$5B $E8 $9A $E8 $C8 $E8 $0B $E9 $82 $E9 $AE $E9 ...
$09,4,$B3E83B,$B3E83B,$B3E83B,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$5B,0,$5B $E8 $9A $E8 $C8 $E8 $0B $E9 $82 $E9 $AE $E9 ...
$09,5,$B3E83B,$B3E83B,$B3E83B,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$5B,0,$5B $E8 $9A $E8 $C8 $E8 $0B $E9 $82 $E9 $AE $E9 ...
$09,6,$B3E83B,$B3E83B,$B3E83B,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$5B,0,$5B $E8 $9A $E8 $C8 $E8 $0B $E9 $82 $E9 $AE $E9 ...
$09,7,$B3E83B,$B3E83B,$B3E83B,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$5B,0,$5B $E8 $9A $E8 $C8 $E8 $0B $E9 $82 $E9 $AE $E9 ...
$09,8,$B3E83B,$B3E83B,$B3E83B,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$5B,0,$5B $E8 $9A $E8 $C8 $E8 $0B $E9 $82 $E9 $AE $E9 ...
$09,9,$B3E83B,$B3E83B,$B3E83B,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$5B,0,$5B $E8 $9A $E8 $C8 $E8 $0B $E9 $82 $E9 $AE $E9 ...
