group,label,entry,target,duplicate_count,commands,unknown_commands,stop_reason,first_opcode,first_name,classes,pseudocode_preview
$00,EventScriptGroup_00,21,$B38DE5,1,3,0,next_entry_boundary,$1A,SpawnOrMoveCCObject,script_control:2 cc_state_object:1,"SpawnOrMoveCCObject(x=$0048, y=$0058, visual=$87BC, mode=$00) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B38DED)"
$00,EventScriptGroup_00,22,$B38DF3,1,4,0,stop_or_wait_opcode_$10,$1B,SetCCObjectParam,script_control:2 cc_state_object:1 special_unknown:1,"SetCCObjectParam(param=$0119, value=$00) ; WaitOrSetCCCounter(value=$0020) ; EventCoreUNK1() ; StopOrDisableCCSlot()"
$00,EventScriptGroup_00,23,$B38DFC,1,4,0,next_entry_boundary,$2B,SetCCObjectVisual,cc_state_object:2 animals:1 script_control:1,"SetCCObjectVisual(ptr=$8900, bank_or_mode=$00) ; SetCCObjectParam5(a=$01, ptr=$86CC, d=$10) ; CowRelated() ; Jump(target=$B38E05)"
$00,EventScriptGroup_00,24,$B38E09,1,4,0,next_entry_boundary,$1A,SpawnOrMoveCCObject,cc_state_object:2 script_control:2,"SpawnOrMoveCCObject(x=$0068, y=$0168, visual=$8114, mode=$00) ; SetCCObjectBoxOrAnim(a=$2020, b=$2001, c=$81, d=$10) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B38E18)"
$00,EventScriptGroup_00,25,$B38E1E,1,4,0,next_entry_boundary,$1A,SpawnOrMoveCCObject,cc_state_object:2 script_control:2,"SpawnOrMoveCCObject(x=$00F8, y=$01D8, visual=$812C, mode=$00) ; SetCCObjectBoxOrAnim(a=$2020, b=$3801, c=$81, d=$10) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B38E2D)"
$00,EventScriptGroup_00,26,$B38E33,1,4,0,next_entry_boundary,$1A,SpawnOrMoveCCObject,cc_state_object:2 script_control:2,"SpawnOrMoveCCObject(x=$0108, y=$0168, visual=$80FC, mode=$00) ; SetCCObjectBoxOrAnim(a=$2020, b=$0801, c=$81, d=$10) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B38E42)"
$00,EventScriptGroup_00,27,$B38E48,1,4,0,next_entry_boundary,$1A,SpawnOrMoveCCObject,cc_state_object:2 script_control:2,"SpawnOrMoveCCObject(x=$01E8, y=$0188, visual=$86A8, mode=$00) ; SetCCObjectBoxOrAnim(a=$2020, b=$B401, c=$86, d=$10) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B38E57)"
$00,EventScriptGroup_00,28,$B38E5D,1,4,0,next_entry_boundary,$1A,SpawnOrMoveCCObject,cc_state_object:2 script_control:2,"SpawnOrMoveCCObject(x=$00B8, y=$01B8, visual=$86C0, mode=$00) ; SetCCObjectBoxOrAnim(a=$2020, b=$CC01, c=$86, d=$10) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B38E6C)"
$00,EventScriptGroup_00,29,$B38E72,1,3,0,next_entry_boundary,$1A,SpawnOrMoveCCObject,script_control:2 cc_state_object:1,"SpawnOrMoveCCObject(x=$0088, y=$0168, visual=$8318, mode=$01) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B38E7A)"
$00,EventScriptGroup_00,30,$B38E80,1,6,2,stop_or_wait_opcode_$10,$1B,SetCCObjectParam,cc_state_object:2 unknown:2 special_unknown:1 script_control:1,"SetCCObjectParam(param=$0297, value=$00) ; SetCCVelocityOrDelta(a=$00, b=$01, c=$40, d=$01) ; SetCCObjectParam(param=$029B, value=$00) ; SetCCVelocityOrDelta(a=$FF, b=$00, c=$80, d=$01) ; EventCoreUNK1() ; StopOrDisableCCSlot()"
$00,EventScriptGroup_00,31,$B38E94,1,3,0,next_entry_boundary,$2B,SetCCObjectVisual,cc_state_object:1 special_unknown:1 script_control:1,"SetCCObjectVisual(ptr=$8720, bank_or_mode=$00) ; EventCoreUNK3() ; Jump(target=$B38E98)"
$00,EventScriptGroup_00,32,$B38E9C,1,3,0,next_entry_boundary,$1A,SpawnOrMoveCCObject,script_control:2 cc_state_object:1,"SpawnOrMoveCCObject(x=$0078, y=$01C8, visual=$836C, mode=$03) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B38EA4)"
$00,EventScriptGroup_00,33,$B38EAA,1,7,1,next_entry_boundary,$13,WaitOrSetCCCounter,script_control:3 cc_state_object:2 conditional:1 unknown:1,"WaitOrSetCCCounter(value=$0001) ; JumpIfEqualsValue(mem=$8000D4, value=$0005, target=$B38EAA) ; SpawnOrMoveCCObject(x=$FFE0, y=$01D8, visual=$8378, mode=$02) ; SetCCVelocityOrDelta(a=$01, b=$00, c=$40, d=$01) ; SetCCObjectParam(param=$02AF, value=$01) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B38EC6)"
$00,EventScriptGroup_00,34,$B38ECC,1,6,2,stop_or_wait_opcode_$10,$1B,SetCCObjectParam,cc_state_object:2 unknown:2 special_unknown:1 script_control:1,"SetCCObjectParam(param=$01A7, value=$00) ; SetCCVelocityOrDelta(a=$00, b=$FF, c=$20, d=$01) ; SetCCObjectParam(param=$018B, value=$00) ; SetCCVelocityOrDelta(a=$FF, b=$00, c=$60, d=$01) ; EventCoreUNK1() ; StopOrDisableCCSlot()"
$00,EventScriptGroup_00,35,$B38EE0,1,4,1,stop_or_wait_opcode_$10,$1A,SpawnOrMoveCCObject,cc_state_object:1 unknown:1 special_unknown:1 script_control:1,"SpawnOrMoveCCObject(x=$0020, y=$01D8, visual=$8378, mode=$03) ; SetCCVelocityOrDelta(a=$FF, b=$00, c=$40, d=$01) ; EventCoreUNK1() ; StopOrDisableCCSlot()"
$00,EventScriptGroup_00,36,$B38EEF,1,6,2,stop_or_wait_opcode_$10,$1B,SetCCObjectParam,cc_state_object:2 unknown:2 special_unknown:1 script_control:1,"SetCCObjectParam(param=$0213, value=$00) ; SetCCVelocityOrDelta(a=$00, b=$FF, c=$20, d=$01) ; SetCCObjectParam(param=$0214, value=$00) ; SetCCVelocityOrDelta(a=$FF, b=$00, c=$60, d=$01) ; EventCoreUNK1() ; StopOrDisableCCSlot()"
$00,EventScriptGroup_00,37,$B38F03,1,3,0,next_entry_boundary,$1A,SpawnOrMoveCCObject,script_control:2 cc_state_object:1,"SpawnOrMoveCCObject(x=$00D8, y=$0148, visual=$86C0, mode=$00) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B38F0B)"
$00,EventScriptGroup_00,38,$B38F11,1,8,1,next_entry_boundary,$13,WaitOrSetCCCounter,script_control:3 cc_state_object:2 conditional:1 unknown:1 flags_values:1,"WaitOrSetCCCounter(value=$0001) ; JumpIfEqualsValue(mem=$8000D4, value=$0005, target=$B38F11) ; SpawnOrMoveCCObject(x=$FFE0, y=$01D8, visual=$82A0, mode=$02) ; SetCCVelocityOrDelta(a=$01, b=$00, c=$40, d=$01) ; SetCCObjectParam(param=$0274, value=$01) ; SetFlag(mem=$7F1F5A, bit=$0B) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B38F32)"
$00,EventScriptGroup_00,39,$B38F38,1,4,1,stop_or_wait_opcode_$10,$1B,SetCCObjectParam,cc_state_object:1 unknown:1 special_unknown:1 script_control:1,"SetCCObjectParam(param=$0275, value=$00) ; SetCCVelocityOrDelta(a=$FF, b=$00, c=$40, d=$01) ; EventCoreUNK1() ; StopOrDisableCCSlot()"
$00,EventScriptGroup_00,40,$B38F43,1,4,0,next_entry_boundary,$1B,SetCCObjectParam,cc_state_object:2 script_control:2,"SetCCObjectParam(param=$0206, value=$00) ; WaitOrSetCCCounter(value=$003C) ; SetCCObjectPointer(ptr=$812C) ; Jump(target=$B38DD4)"
$00,EventScriptGroup_00,41,$B38F50,1,4,0,next_entry_boundary,$1B,SetCCObjectParam,cc_state_object:2 script_control:2,"SetCCObjectParam(param=$0207, value=$00) ; WaitOrSetCCCounter(value=$003C) ; SetCCObjectPointer(ptr=$812C) ; Jump(target=$B38DD4)"
$00,EventScriptGroup_00,42,$B38F5D,1,4,0,next_entry_boundary,$1B,SetCCObjectParam,cc_state_object:2 script_control:2,"SetCCObjectParam(param=$0208, value=$01) ; WaitOrSetCCCounter(value=$003C) ; SetCCObjectPointer(ptr=$812C) ; Jump(target=$B38DD4)"
$00,EventScriptGroup_00,43,$B38F6A,1,4,0,next_entry_boundary,$1B,SetCCObjectParam,cc_state_object:2 script_control:2,"SetCCObjectParam(param=$0208, value=$00) ; WaitOrSetCCCounter(value=$003C) ; SetCCObjectPointer(ptr=$812C) ; Jump(target=$B38DD4)"
$00,EventScriptGroup_00,44,$B38F77,1,3,0,next_entry_boundary,$1A,SpawnOrMoveCCObject,script_control:2 cc_state_object:1,"SpawnOrMoveCCObject(x=$0088, y=$0168, visual=$8240, mode=$01) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B38F7F)"
$00,EventScriptGroup_00,45,$B38F85,1,6,2,stop_or_wait_opcode_$10,$1B,SetCCObjectParam,cc_state_object:2 unknown:2 special_unknown:1 script_control:1,"SetCCObjectParam(param=$025B, value=$00) ; SetCCVelocityOrDelta(a=$00, b=$01, c=$40, d=$01) ; SetCCObjectParam(param=$025F, value=$00) ; SetCCVelocityOrDelta(a=$FF, b=$00, c=$80, d=$01) ; EventCoreUNK1() ; StopOrDisableCCSlot()"
$00,EventScriptGroup_00,46,$B38F99,1,3,0,stop_or_wait_opcode_$10,$09,StartNestedScriptSlot,script_control:3,"StartNestedScriptSlot(slot=$09, target=$B39313) ; StartNestedScriptSlot(slot=$0A, target=$B3933D) ; StopOrDisableCCSlot()"
$00,EventScriptGroup_00,47,$B38FA2,1,4,0,next_entry_boundary,$2B,SetCCObjectVisual,cc_state_object:2 animals:1 script_control:1,"SetCCObjectVisual(ptr=$88AC, bank_or_mode=$00) ; SetCCObjectParam5(a=$01, ptr=$86B4, d=$10) ; CowRelated() ; Jump(target=$B38FAB)"
$00,EventScriptGroup_00,48,$B38FAF,1,6,0,next_entry_boundary,$2B,SetCCObjectVisual,cc_state_object:3 script_control:2 special_unknown:1,"SetCCObjectVisual(ptr=$8504, bank_or_mode=$00) ; SetCCObjectParam(param=$0321, value=$00) ; WaitOrSetCCCounter(value=$0040) ; SetCCObjectParam5(a=$01, ptr=$8504, d=$10) ; PickupMole() ; Jump(target=$B38FBF)"
$00,EventScriptGroup_00,49,$B38FC3,1,4,0,next_entry_boundary,$2B,SetCCObjectVisual,cc_state_object:2 special_unknown:1 script_control:1,"SetCCObjectVisual(ptr=$8504, bank_or_mode=$00) ; SetCCObjectParam5(a=$01, ptr=$8504, d=$10) ; PickupMole() ; Jump(target=$B38FCC)"
$00,EventScriptGroup_00,50,$B38FD0,1,4,1,stop_or_wait_opcode_$10,$2B,SetCCObjectVisual,cc_state_object:1 unknown:1 special_unknown:1 script_control:1,"SetCCObjectVisual(ptr=$84F8, bank_or_mode=$02) ; SetCCVelocityOrDelta(a=$01, b=$00, c=$40, d=$02) ; EventCoreUNK1() ; StopOrDisableCCSlot()"
$00,EventScriptGroup_00,51,$B38FDB,1,4,0,stop_or_wait_opcode_$10,$1A,SpawnOrMoveCCObject,script_control:2 cc_state_object:1 special_unknown:1,"SpawnOrMoveCCObject(x=$0268, y=$0178, visual=$8738, mode=$00) ; WaitOrSetCCCounter(value=$0040) ; EventCoreUNK1() ; StopOrDisableCCSlot()"
$00,EventScriptGroup_00,52,$B38FE8,1,4,0,stop_or_wait_opcode_$10,$1A,SpawnOrMoveCCObject,script_control:2 cc_state_object:1 special_unknown:1,"SpawnOrMoveCCObject(x=$0268, y=$0178, visual=$8744, mode=$00) ; WaitOrSetCCCounter(value=$0040) ; EventCoreUNK1() ; StopOrDisableCCSlot()"
$00,EventScriptGroup_00,53,$B38FF5,1,3,0,next_entry_boundary,$1A,SpawnOrMoveCCObject,cc_state_object:1 special_unknown:1 script_control:1,"SpawnOrMoveCCObject(x=$0268, y=$0178, visual=$8750, mode=$00) ; Fishing() ; Jump(target=$B38FFD)"
$00,EventScriptGroup_00,54,$B39001,1,3,0,next_entry_boundary,$1A,SpawnOrMoveCCObject,script_control:2 cc_state_object:1,"SpawnOrMoveCCObject(x=$0088, y=$0168, visual=$8234, mode=$01) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B39009)"
$00,EventScriptGroup_00,55,$B3900F,1,3,0,next_entry_boundary,$1A,SpawnOrMoveCCObject,script_control:2 cc_state_object:1,"SpawnOrMoveCCObject(x=$0078, y=$0178, visual=$8234, mode=$01) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B39017)"
$00,EventScriptGroup_00,56,$B3901D,1,6,2,stop_or_wait_opcode_$10,$1B,SetCCObjectParam,cc_state_object:2 unknown:2 special_unknown:1 script_control:1,"SetCCObjectParam(param=$025B, value=$00) ; SetCCVelocityOrDelta(a=$00, b=$01, c=$40, d=$01) ; SetCCObjectParam(param=$025F, value=$00) ; SetCCVelocityOrDelta(a=$FF, b=$00, c=$80, d=$01) ; EventCoreUNK1() ; StopOrDisableCCSlot()"
$00,EventScriptGroup_00,57,$B39031,1,6,2,stop_or_wait_opcode_$10,$1B,SetCCObjectParam,cc_state_object:2 unknown:2 special_unknown:1 script_control:1,"SetCCObjectParam(param=$025B, value=$00) ; SetCCVelocityOrDelta(a=$00, b=$01, c=$40, d=$01) ; SetCCObjectParam(param=$025F, value=$00) ; SetCCVelocityOrDelta(a=$FF, b=$00, c=$80, d=$01) ; EventCoreUNK1() ; StopOrDisableCCSlot()"
$00,EventScriptGroup_00,58,$B39045,1,4,0,stop_or_wait_opcode_$10,$2B,SetCCObjectVisual,script_control:2 cc_state_object:1 special_unknown:1,"SetCCObjectVisual(ptr=$87F8, bank_or_mode=$00) ; WaitOrSetCCCounter(value=$003C) ; EventCoreUNK1() ; StopOrDisableCCSlot()"
$00,EventScriptGroup_00,59,$B3904E,1,4,0,stop_or_wait_opcode_$10,$2B,SetCCObjectVisual,script_control:2 cc_state_object:1 special_unknown:1,"SetCCObjectVisual(ptr=$8804, bank_or_mode=$00) ; WaitOrSetCCCounter(value=$003C) ; EventCoreUNK1() ; StopOrDisableCCSlot()"
$00,EventScriptGroup_00,60,$B39057,1,2,0,next_entry_boundary,$2F,SetCCObjectPointer,cc_state_object:1 script_control:1,SetCCObjectPointer(ptr=$8114) ; Jump(target=$B38D9F)
$00,EventScriptGroup_00,61,$B3905D,1,2,0,next_entry_boundary,$2F,SetCCObjectPointer,cc_state_object:1 script_control:1,SetCCObjectPointer(ptr=$8960) ; Jump(target=$B38DAC)
$00,EventScriptGroup_00,62,$B39063,1,2,0,next_entry_boundary,$2F,SetCCObjectPointer,cc_state_object:1 script_control:1,SetCCObjectPointer(ptr=$8954) ; Jump(target=$B38DAC)
$00,EventScriptGroup_00,63,$B39069,1,2,0,next_entry_boundary,$2F,SetCCObjectPointer,cc_state_object:1 script_control:1,SetCCObjectPointer(ptr=$8114) ; Jump(target=$B38DA7)
$00,EventScriptGroup_00,64,$B3906F,1,2,0,next_entry_boundary,$2F,SetCCObjectPointer,cc_state_object:1 script_control:1,SetCCObjectPointer(ptr=$896C) ; Jump(target=$B38DAC)
$00,EventScriptGroup_00,65,$B39075,1,2,0,next_entry_boundary,$2F,SetCCObjectPointer,cc_state_object:1 script_control:1,SetCCObjectPointer(ptr=$8978) ; Jump(target=$B38DAC)
$00,EventScriptGroup_00,66,$B3907B,1,2,0,next_entry_boundary,$2F,SetCCObjectPointer,cc_state_object:1 script_control:1,SetCCObjectPointer(ptr=$8984) ; Jump(target=$B38DAC)
$00,EventScriptGroup_00,67,$B39081,1,2,0,next_entry_boundary,$2F,SetCCObjectPointer,cc_state_object:1 script_control:1,SetCCObjectPointer(ptr=$8990) ; Jump(target=$B38DAC)
$00,EventScriptGroup_00,68,$B39087,1,2,0,next_entry_boundary,$2F,SetCCObjectPointer,cc_state_object:1 script_control:1,SetCCObjectPointer(ptr=$899C) ; Jump(target=$B38DAC)
$00,EventScriptGroup_00,69,$B3908D,1,2,0,next_entry_boundary,$2F,SetCCObjectPointer,cc_state_object:1 script_control:1,SetCCObjectPointer(ptr=$89A8) ; Jump(target=$B38DAC)
$00,EventScriptGroup_00,70,$B39093,1,2,0,next_entry_boundary,$2F,SetCCObjectPointer,cc_state_object:1 script_control:1,SetCCObjectPointer(ptr=$89B4) ; Jump(target=$B38DAC)
$00,EventScriptGroup_00,71,$B39099,1,2,0,next_entry_boundary,$2F,SetCCObjectPointer,cc_state_object:1 script_control:1,SetCCObjectPointer(ptr=$89C0) ; Jump(target=$B38DAC)
$00,EventScriptGroup_00,72,$B3909F,1,2,0,next_entry_boundary,$2F,SetCCObjectPointer,cc_state_object:1 script_control:1,SetCCObjectPointer(ptr=$89CC) ; Jump(target=$B38DAC)
$00,EventScriptGroup_00,73,$B390A5,1,2,0,next_entry_boundary,$2F,SetCCObjectPointer,cc_state_object:1 script_control:1,SetCCObjectPointer(ptr=$89D8) ; Jump(target=$B38DAC)
$00,EventScriptGroup_00,74,$B390AB,1,2,0,next_entry_boundary,$2F,SetCCObjectPointer,cc_state_object:1 script_control:1,SetCCObjectPointer(ptr=$8768) ; Jump(target=$B38DC8)
$00,EventScriptGroup_00,75,$B390B1,1,2,0,next_entry_boundary,$2F,SetCCObjectPointer,cc_state_object:1 script_control:1,SetCCObjectPointer(ptr=$812C) ; Jump(target=$B38DD4)
$00,EventScriptGroup_00,76,$B390B7,1,2,0,next_entry_boundary,$2F,SetCCObjectPointer,cc_state_object:1 script_control:1,SetCCObjectPointer(ptr=$812C) ; Jump(target=$B38DDC)
$00,EventScriptGroup_00,77,$B390BD,1,2,0,next_entry_boundary,$2F,SetCCObjectPointer,cc_state_object:1 script_control:1,SetCCObjectPointer(ptr=$89FC) ; Jump(target=$B38DE1)
$00,EventScriptGroup_00,78,$B390C3,1,2,0,next_entry_boundary,$2F,SetCCObjectPointer,cc_state_object:1 script_control:1,SetCCObjectPointer(ptr=$8A08) ; Jump(target=$B38DE1)
$00,EventScriptGroup_00,79,$B390C9,1,2,0,next_entry_boundary,$2F,SetCCObjectPointer,cc_state_object:1 script_control:1,SetCCObjectPointer(ptr=$8A14) ; Jump(target=$B38DE1)
$00,EventScriptGroup_00,80,$B390CF,1,2,0,next_entry_boundary,$2F,SetCCObjectPointer,cc_state_object:1 script_control:1,SetCCObjectPointer(ptr=$8A20) ; Jump(target=$B38DE1)
$00,EventScriptGroup_00,81,$B390D5,1,2,0,next_entry_boundary,$2F,SetCCObjectPointer,cc_state_object:1 script_control:1,SetCCObjectPointer(ptr=$8858) ; Jump(target=$B38D0E)
$00,EventScriptGroup_00,82,$B390DB,1,2,0,next_entry_boundary,$2F,SetCCObjectPointer,cc_state_object:1 script_control:1,SetCCObjectPointer(ptr=$8864) ; Jump(target=$B38D0E)
$00,EventScriptGroup_00,83,$B390E1,1,2,0,next_entry_boundary,$2F,SetCCObjectPointer,cc_state_object:1 script_control:1,SetCCObjectPointer(ptr=$8870) ; Jump(target=$B38D0E)
$00,EventScriptGroup_00,84,$B390E7,1,2,0,next_entry_boundary,$2F,SetCCObjectPointer,cc_state_object:1 script_control:1,SetCCObjectPointer(ptr=$887C) ; Jump(target=$B38D0E)
$00,EventScriptGroup_00,85,$B390ED,1,2,0,next_entry_boundary,$2F,SetCCObjectPointer,cc_state_object:1 script_control:1,SetCCObjectPointer(ptr=$8888) ; Jump(target=$B38D0E)
$00,EventScriptGroup_00,86,$B390F3,1,2,0,next_entry_boundary,$2F,SetCCObjectPointer,cc_state_object:1 script_control:1,SetCCObjectPointer(ptr=$8894) ; Jump(target=$B38CC8)
$00,EventScriptGroup_00,87,$B390F9,1,2,0,next_entry_boundary,$2F,SetCCObjectPointer,cc_state_object:1 script_control:1,SetCCObjectPointer(ptr=$88A0) ; Jump(target=$B38CC8)
$00,EventScriptGroup_00,88,$B390FF,1,2,0,next_entry_boundary,$2F,SetCCObjectPointer,cc_state_object:1 script_control:1,SetCCObjectPointer(ptr=$88AC) ; Jump(target=$B38CC8)
$00,EventScriptGroup_00,89,$B39105,1,2,0,next_entry_boundary,$2F,SetCCObjectPointer,cc_state_object:1 script_control:1,SetCCObjectPointer(ptr=$88DC) ; Jump(target=$B38CC8)
$00,EventScriptGroup_00,90,$B3910B,1,2,0,next_entry_boundary,$2F,SetCCObjectPointer,cc_state_object:1 script_control:1,SetCCObjectPointer(ptr=$88F4) ; Jump(target=$B38CC8)
$00,EventScriptGroup_00,91,$B39111,1,2,0,next_entry_boundary,$2F,SetCCObjectPointer,cc_state_object:1 script_control:1,SetCCObjectPointer(ptr=$8900) ; Jump(target=$B38CC8)
$00,EventScriptGroup_00,92,$B39117,1,2,0,next_entry_boundary,$2F,SetCCObjectPointer,cc_state_object:1 script_control:1,SetCCObjectPointer(ptr=$893C) ; Jump(target=$B38CE7)
$00,EventScriptGroup_00,93,$B3911D,1,2,0,next_entry_boundary,$2F,SetCCObjectPointer,cc_state_object:1 script_control:1,SetCCObjectPointer(ptr=$8144) ; Jump(target=$B38CE2)
